arrival_time,burst_time,priority,process_type,best_algorithm,burst_priority_ratio,interaction_1,interaction_2
8,18,2,CPU-bound,FCFS,6.0,36,144
2,3,5,CPU-bound,Round Robin,0.5,15,6
17,4,10,CPU-bound,Priority,0.36363636363636365,40,68
1,14,5,IO-bound,Round Robin,2.3333333333333335,70,14
4,4,8,IO-bound,SJF,0.4444444444444444,32,16
15,15,10,IO-bound,Priority,1.3636363636363635,150,225
9,17,3,CPU-bound,Round Robin,4.25,51,153
0,16,9,CPU-bound,Priority,1.6,144,0
17,1,8,CPU-bound,Priority,0.1111111111111111,8,17
9,12,7,CPU-bound,FCFS,1.5,84,108
20,15,4,IO-bound,Round Robin,3.0,60,300
11,18,3,IO-bound,Round Robin,4.5,54,198
16,8,8,IO-bound,Round Robin,0.8888888888888888,64,128
0,3,10,CPU-bound,Round Robin,0.2727272727272727,30,0
10,10,5,CPU-bound,Round Robin,1.6666666666666667,50,100
8,12,6,CPU-bound,FCFS,1.7142857142857142,72,96
2,3,5,IO-bound,FCFS,0.5,15,6
0,17,5,CPU-bound,Round Robin,2.8333333333333335,85,0
7,14,5,CPU-bound,Round Robin,2.3333333333333335,70,98
1,10,3,IO-bound,FCFS,2.5,30,10
7,4,7,CPU-bound,SJF,0.5,28,28
6,1,10,IO-bound,SJF,0.09090909090909091,10,6
14,18,4,CPU-bound,FCFS,3.6,72,252
7,19,5,IO-bound,Round Robin,3.1666666666666665,95,133
9,10,10,IO-bound,SJF,0.9090909090909091,100,90
13,8,6,IO-bound,FCFS,1.1428571428571428,48,104
3,14,5,CPU-bound,Round Robin,2.3333333333333335,70,42
0,18,8,CPU-bound,Priority,2.0,144,0
6,20,7,CPU-bound,FCFS,2.5,140,120
0,19,5,CPU-bound,Round Robin,3.1666666666666665,95,0
6,13,10,IO-bound,Priority,1.1818181818181819,130,78
2,13,4,IO-bound,FCFS,2.6,52,26
10,11,5,IO-bound,FCFS,1.8333333333333333,55,110
3,9,10,CPU-bound,Priority,0.8181818181818182,90,27
1,14,8,IO-bound,Priority,1.5555555555555556,112,14
14,3,9,IO-bound,Priority,0.3,27,42
5,17,5,IO-bound,Round Robin,2.8333333333333335,85,85
12,5,9,IO-bound,SJF,0.5,45,60
3,7,3,IO-bound,Round Robin,1.75,21,21
0,4,7,CPU-bound,SJF,0.5,28,0
8,16,6,CPU-bound,Round Robin,2.2857142857142856,96,128
1,10,2,CPU-bound,FCFS,3.3333333333333335,20,10
2,15,7,IO-bound,FCFS,1.875,105,30
1,9,6,IO-bound,Round Robin,1.2857142857142858,54,9
15,14,6,IO-bound,Priority,2.0,84,210
14,16,5,IO-bound,Round Robin,2.6666666666666665,80,224
0,8,5,CPU-bound,Round Robin,1.3333333333333333,40,0
4,13,6,CPU-bound,FCFS,1.8571428571428572,78,52
2,13,2,CPU-bound,FCFS,4.333333333333333,26,26
9,16,7,IO-bound,Round Robin,2.0,112,144
1,13,2,IO-bound,FCFS,4.333333333333333,26,13
12,14,5,IO-bound,Round Robin,2.3333333333333335,70,168
19,14,8,CPU-bound,Priority,1.5555555555555556,112,266
0,1,8,CPU-bound,Priority,0.1111111111111111,8,0
2,20,5,IO-bound,Priority,3.3333333333333335,100,40
12,12,1,IO-bound,Priority,6.0,12,144
0,13,3,CPU-bound,FCFS,3.25,39,0
6,15,3,CPU-bound,FCFS,3.75,45,90
18,20,8,CPU-bound,Round Robin,2.2222222222222223,160,360
18,5,5,CPU-bound,SRTF,0.8333333333333334,25,90
2,11,10,CPU-bound,Round Robin,1.0,110,22
15,16,3,IO-bound,Round Robin,4.0,48,240
10,20,8,IO-bound,Priority,2.2222222222222223,160,200
15,14,3,IO-bound,FCFS,3.5,42,210
5,1,8,CPU-bound,Priority,0.1111111111111111,8,5
6,14,9,CPU-bound,Priority,1.4,126,84
0,4,9,IO-bound,Priority,0.4,36,0
9,14,1,CPU-bound,FCFS,7.0,14,126
17,6,5,CPU-bound,FCFS,1.0,30,102
20,12,4,IO-bound,Round Robin,2.4,48,240
2,17,9,CPU-bound,Priority,1.7,153,34
11,10,6,IO-bound,Round Robin,1.4285714285714286,60,110
4,6,5,IO-bound,Round Robin,1.0,30,24
2,10,9,CPU-bound,Priority,1.0,90,20
13,16,3,CPU-bound,FCFS,4.0,48,208
16,5,1,IO-bound,SRTF,2.5,5,80
20,20,7,IO-bound,FCFS,2.5,140,400
2,15,1,CPU-bound,FCFS,7.5,15,30
5,15,8,IO-bound,Round Robin,1.6666666666666667,120,75
11,7,3,CPU-bound,FCFS,1.75,21,77
5,11,5,IO-bound,FCFS,1.8333333333333333,55,55
1,11,6,CPU-bound,FCFS,1.5714285714285714,66,11
0,18,6,IO-bound,Round Robin,2.5714285714285716,108,0
7,17,10,IO-bound,SJF,1.5454545454545454,170,119
0,16,9,CPU-bound,SJF,1.6,144,0
13,10,7,IO-bound,Round Robin,1.25,70,130
2,11,4,IO-bound,Round Robin,2.2,44,22
13,2,2,IO-bound,SRTF,0.6666666666666666,4,26
9,18,7,CPU-bound,FCFS,2.25,126,162
18,16,8,CPU-bound,Priority,1.7777777777777777,128,288
9,10,8,CPU-bound,Priority,1.1111111111111112,80,90
10,6,8,IO-bound,Priority,0.6666666666666666,48,60
1,10,9,CPU-bound,Round Robin,1.0,90,10
12,17,9,IO-bound,Priority,1.7,153,204
20,12,8,IO-bound,Round Robin,1.3333333333333333,96,240
10,13,4,IO-bound,FCFS,2.6,52,130
6,12,9,CPU-bound,Priority,1.2,108,72
4,12,9,IO-bound,Priority,1.2,108,48
12,9,2,IO-bound,FCFS,3.0,18,108
10,18,7,IO-bound,Round Robin,2.25,126,180
2,9,4,CPU-bound,FCFS,1.8,36,18
12,11,10,CPU-bound,Priority,1.0,110,132
10,20,9,IO-bound,Priority,2.0,180,200
4,1,2,IO-bound,FCFS,0.3333333333333333,2,4
8,8,8,IO-bound,Priority,0.8888888888888888,64,64
4,17,6,IO-bound,FCFS,2.4285714285714284,102,68
3,11,7,IO-bound,Round Robin,1.375,77,33
8,17,2,CPU-bound,Round Robin,5.666666666666667,34,136
7,7,10,IO-bound,Priority,0.6363636363636364,70,49
8,16,6,IO-bound,Round Robin,2.2857142857142856,96,128
8,18,5,CPU-bound,Round Robin,3.0,90,144
4,18,4,IO-bound,FCFS,3.6,72,72
13,8,6,CPU-bound,FCFS,1.1428571428571428,48,104
19,4,5,CPU-bound,SRTF,0.6666666666666666,20,76
16,5,1,IO-bound,SJF,2.5,5,80
0,2,4,CPU-bound,FCFS,0.4,8,0
19,18,6,IO-bound,Round Robin,2.5714285714285716,108,342
13,17,2,CPU-bound,Round Robin,5.666666666666667,34,221
19,20,6,IO-bound,FCFS,2.857142857142857,120,380
20,7,2,CPU-bound,Round Robin,2.3333333333333335,14,140
4,11,5,IO-bound,Round Robin,1.8333333333333333,55,44
12,15,4,CPU-bound,SJF,3.0,60,180
20,12,6,IO-bound,FCFS,1.7142857142857142,72,240
15,4,9,CPU-bound,Priority,0.4,36,60
15,18,8,IO-bound,Priority,2.0,144,270
0,19,10,CPU-bound,Priority,1.7272727272727273,190,0
10,4,10,CPU-bound,Priority,0.36363636363636365,40,40
17,2,4,IO-bound,SJF,0.4,8,34
3,18,10,CPU-bound,Round Robin,1.6363636363636365,180,54
5,19,8,IO-bound,Priority,2.111111111111111,152,95
18,17,9,CPU-bound,Priority,1.7,153,306
18,18,7,IO-bound,Round Robin,2.25,126,324
4,16,9,CPU-bound,Priority,1.6,144,64
10,2,1,CPU-bound,SJF,1.0,2,20
9,16,5,CPU-bound,FCFS,2.6666666666666665,80,144
15,14,1,CPU-bound,Round Robin,7.0,14,210
14,2,1,IO-bound,SRTF,1.0,2,28
20,15,9,CPU-bound,SJF,1.5,135,300
11,7,4,IO-bound,Priority,1.4,28,77
1,16,6,IO-bound,Round Robin,2.2857142857142856,96,16
8,9,1,CPU-bound,FCFS,4.5,9,72
17,13,1,CPU-bound,Round Robin,6.5,13,221
19,12,5,CPU-bound,FCFS,2.0,60,228
5,10,8,CPU-bound,Priority,1.1111111111111112,80,50
3,9,9,IO-bound,Priority,0.9,81,27
1,5,9,CPU-bound,Priority,0.5,45,5
6,17,1,IO-bound,Priority,8.5,17,102
13,13,10,IO-bound,SJF,1.1818181818181819,130,169
12,10,7,IO-bound,Round Robin,1.25,70,120
1,11,2,IO-bound,Round Robin,3.6666666666666665,22,11
2,10,7,IO-bound,FCFS,1.25,70,20
20,2,9,IO-bound,Priority,0.2,18,40
9,19,8,IO-bound,Priority,2.111111111111111,152,171
1,11,9,IO-bound,Priority,1.1,99,11
12,3,1,IO-bound,SRTF,1.5,3,36
10,2,10,CPU-bound,Priority,0.18181818181818182,20,20
16,11,2,CPU-bound,Round Robin,3.6666666666666665,22,176
4,19,6,CPU-bound,FCFS,2.7142857142857144,114,76
13,18,4,IO-bound,FCFS,3.6,72,234
12,20,4,CPU-bound,FCFS,4.0,80,240
15,8,10,CPU-bound,Priority,0.7272727272727273,80,120
13,1,10,CPU-bound,SJF,0.09090909090909091,10,13
5,8,9,CPU-bound,Round Robin,0.8,72,40
4,6,8,IO-bound,Priority,0.6666666666666666,48,24
7,11,4,CPU-bound,Round Robin,2.2,44,77
7,1,4,CPU-bound,SJF,0.2,4,7
1,8,10,IO-bound,Round Robin,0.7272727272727273,80,8
2,16,8,IO-bound,Priority,1.7777777777777777,128,32
19,7,9,IO-bound,Round Robin,0.7,63,133
5,16,1,CPU-bound,FCFS,8.0,16,80
19,1,1,IO-bound,SJF,0.5,1,19
12,5,8,IO-bound,Round Robin,0.5555555555555556,40,60
18,2,8,IO-bound,Priority,0.2222222222222222,16,36
2,18,9,IO-bound,Priority,1.8,162,36
8,16,5,CPU-bound,FCFS,2.6666666666666665,80,128
15,19,8,IO-bound,Priority,2.111111111111111,152,285
15,8,2,CPU-bound,Round Robin,2.6666666666666665,16,120
19,9,2,CPU-bound,FCFS,3.0,18,171
6,15,7,IO-bound,Round Robin,1.875,105,90
4,16,8,IO-bound,Priority,1.7777777777777777,128,64
5,18,2,CPU-bound,Round Robin,6.0,36,90
20,16,2,CPU-bound,FCFS,5.333333333333333,32,320
12,14,10,IO-bound,Priority,1.2727272727272727,140,168
10,8,8,IO-bound,Priority,0.8888888888888888,64,80
3,12,10,IO-bound,Priority,1.0909090909090908,120,36
15,1,10,CPU-bound,Priority,0.09090909090909091,10,15
18,12,8,CPU-bound,Priority,1.3333333333333333,96,216
15,12,6,CPU-bound,FCFS,1.7142857142857142,72,180
18,17,10,CPU-bound,Priority,1.5454545454545454,170,306
15,6,10,CPU-bound,Round Robin,0.5454545454545454,60,90
3,15,4,CPU-bound,FCFS,3.0,60,45
1,5,4,CPU-bound,FCFS,1.0,20,5
9,12,8,IO-bound,Priority,1.3333333333333333,96,108
1,3,8,IO-bound,Round Robin,0.3333333333333333,24,3
11,5,5,IO-bound,SRTF,0.8333333333333334,25,55
1,4,8,IO-bound,Priority,0.4444444444444444,32,4
16,18,1,IO-bound,Round Robin,9.0,18,288
1,16,7,CPU-bound,SJF,2.0,112,16
11,3,8,CPU-bound,SJF,0.3333333333333333,24,33
1,1,5,IO-bound,FCFS,0.16666666666666666,5,1
3,10,4,CPU-bound,Round Robin,2.0,40,30
11,14,2,CPU-bound,FCFS,4.666666666666667,28,154
20,7,5,CPU-bound,FCFS,1.1666666666666667,35,140
0,11,4,CPU-bound,FCFS,2.2,44,0
5,18,10,CPU-bound,Priority,1.6363636363636365,180,90
4,19,4,IO-bound,Round Robin,3.8,76,76
15,11,10,CPU-bound,Priority,1.0,110,165
2,3,6,CPU-bound,FCFS,0.42857142857142855,18,6
9,12,4,IO-bound,Round Robin,2.4,48,108
4,2,9,IO-bound,Round Robin,0.2,18,8
2,5,9,IO-bound,Priority,0.5,45,10
16,6,8,CPU-bound,SJF,0.6666666666666666,48,96
1,2,8,IO-bound,Round Robin,0.2222222222222222,16,2
14,10,3,IO-bound,FCFS,2.5,30,140
7,3,4,IO-bound,SJF,0.6,12,21
6,4,9,IO-bound,Priority,0.4,36,24
3,20,10,CPU-bound,Priority,1.8181818181818181,200,60
4,12,9,IO-bound,SJF,1.2,108,48
10,9,6,IO-bound,FCFS,1.2857142857142858,54,90
8,16,3,IO-bound,Round Robin,4.0,48,128
2,3,5,CPU-bound,SJF,0.5,15,6
3,19,6,IO-bound,FCFS,2.7142857142857144,114,57
14,17,5,IO-bound,Round Robin,2.8333333333333335,85,238
6,16,10,CPU-bound,SJF,1.4545454545454546,160,96
17,16,6,IO-bound,FCFS,2.2857142857142856,96,272
9,5,8,CPU-bound,SJF,0.5555555555555556,40,45
11,17,6,IO-bound,Round Robin,2.4285714285714284,102,187
18,5,7,IO-bound,SRTF,0.625,35,90
16,17,10,IO-bound,Round Robin,1.5454545454545454,170,272
19,1,10,IO-bound,Priority,0.09090909090909091,10,19
10,16,5,CPU-bound,SJF,2.6666666666666665,80,160
6,8,9,CPU-bound,Priority,0.8,72,48
19,20,2,CPU-bound,FCFS,6.666666666666667,40,380
11,17,7,CPU-bound,FCFS,2.125,119,187
8,5,5,CPU-bound,SJF,0.8333333333333334,25,40
16,11,3,CPU-bound,Round Robin,2.75,33,176
19,4,8,IO-bound,SJF,0.4444444444444444,32,76
5,4,2,CPU-bound,FCFS,1.3333333333333333,8,20
18,12,6,CPU-bound,FCFS,1.7142857142857142,72,216
1,11,8,IO-bound,Priority,1.2222222222222223,88,11
20,13,9,IO-bound,Priority,1.3,117,260
11,5,5,IO-bound,Round Robin,0.8333333333333334,25,55
18,12,3,IO-bound,Round Robin,3.0,36,216
7,5,6,IO-bound,FCFS,0.7142857142857143,30,35
12,13,3,IO-bound,FCFS,3.25,39,156
13,18,1,IO-bound,Round Robin,9.0,18,234
19,4,4,CPU-bound,Round Robin,0.8,16,76
5,20,7,CPU-bound,FCFS,2.5,140,100
2,20,7,CPU-bound,Round Robin,2.5,140,40
0,15,7,IO-bound,FCFS,1.875,105,0
7,10,10,CPU-bound,Priority,0.9090909090909091,100,70
17,19,2,CPU-bound,FCFS,6.333333333333333,38,323
10,14,7,IO-bound,Round Robin,1.75,98,140
14,3,5,CPU-bound,SRTF,0.5,15,42
0,15,5,CPU-bound,FCFS,2.5,75,0
10,16,9,IO-bound,Priority,1.6,144,160
2,9,4,IO-bound,Round Robin,1.8,36,18
5,13,7,CPU-bound,FCFS,1.625,91,65
7,13,8,CPU-bound,Priority,1.4444444444444444,104,91
14,3,2,CPU-bound,SJF,1.0,6,42
20,5,5,IO-bound,SRTF,0.8333333333333334,25,100
3,5,2,CPU-bound,SJF,1.6666666666666667,10,15
5,4,10,CPU-bound,Round Robin,0.36363636363636365,40,20
14,15,9,IO-bound,Round Robin,1.5,135,210
5,2,1,CPU-bound,SJF,1.0,2,10
0,17,5,CPU-bound,FCFS,2.8333333333333335,85,0
3,3,7,CPU-bound,SJF,0.375,21,9
6,14,1,IO-bound,FCFS,7.0,14,84
2,17,1,CPU-bound,FCFS,8.5,17,34
3,15,7,IO-bound,Round Robin,1.875,105,45
14,5,8,CPU-bound,Priority,0.5555555555555556,40,70
13,1,7,IO-bound,SRTF,0.125,7,13
8,10,8,IO-bound,Priority,1.1111111111111112,80,80
3,19,10,CPU-bound,Priority,1.7272727272727273,190,57
1,9,9,IO-bound,Priority,0.9,81,9
19,1,5,IO-bound,Round Robin,0.16666666666666666,5,19
1,12,6,CPU-bound,FCFS,1.7142857142857142,72,12
15,3,1,IO-bound,SJF,1.5,3,45
18,16,3,CPU-bound,Round Robin,4.0,48,288
8,2,8,CPU-bound,Priority,0.2222222222222222,16,16
16,1,2,CPU-bound,SRTF,0.3333333333333333,2,16
14,13,1,CPU-bound,FCFS,6.5,13,182
11,14,2,CPU-bound,FCFS,4.666666666666667,28,154
16,9,6,CPU-bound,Round Robin,1.2857142857142858,54,144
6,12,2,CPU-bound,Round Robin,4.0,24,72
3,7,9,IO-bound,SJF,0.7,63,21
13,4,10,CPU-bound,Priority,0.36363636363636365,40,52
11,3,3,CPU-bound,SRTF,0.75,9,33
1,9,1,IO-bound,Round Robin,4.5,9,9
11,7,1,IO-bound,Round Robin,3.5,7,77
0,10,10,CPU-bound,Priority,0.9090909090909091,100,0
11,11,1,IO-bound,Round Robin,5.5,11,121
10,15,2,CPU-bound,FCFS,5.0,30,150
18,5,6,IO-bound,SRTF,0.7142857142857143,30,90
15,14,10,IO-bound,Priority,1.2727272727272727,140,210
18,5,4,CPU-bound,SJF,1.0,20,90
0,11,8,IO-bound,Round Robin,1.2222222222222223,88,0
7,11,10,CPU-bound,Round Robin,1.0,110,77
5,13,5,IO-bound,Priority,2.1666666666666665,65,65
17,20,4,IO-bound,Round Robin,4.0,80,340
11,18,10,CPU-bound,Round Robin,1.6363636363636365,180,198
13,5,1,IO-bound,SRTF,2.5,5,65
19,14,2,IO-bound,FCFS,4.666666666666667,28,266
4,12,9,CPU-bound,Priority,1.2,108,48
11,3,1,CPU-bound,SRTF,1.5,3,33
13,10,3,IO-bound,Round Robin,2.5,30,130
13,6,4,CPU-bound,Round Robin,1.2,24,78
6,5,7,CPU-bound,SJF,0.625,35,30
16,13,6,IO-bound,Round Robin,1.8571428571428572,78,208
2,9,8,CPU-bound,Priority,1.0,72,18
16,14,4,IO-bound,Round Robin,2.8,56,224
2,7,4,CPU-bound,FCFS,1.4,28,14
3,14,1,CPU-bound,Round Robin,7.0,14,42
12,10,2,IO-bound,FCFS,3.3333333333333335,20,120
1,8,4,IO-bound,Round Robin,1.6,32,8
14,14,3,IO-bound,Priority,3.5,42,196
11,15,4,IO-bound,Priority,3.0,60,165
13,3,4,CPU-bound,SJF,0.6,12,39
9,17,10,IO-bound,Round Robin,1.5454545454545454,170,153
3,2,1,CPU-bound,SJF,1.0,2,6
4,11,1,CPU-bound,FCFS,5.5,11,44
14,8,1,IO-bound,Round Robin,4.0,8,112
10,13,6,IO-bound,FCFS,1.8571428571428572,78,130
18,1,9,CPU-bound,Priority,0.1,9,18
7,7,9,CPU-bound,Priority,0.7,63,49
0,7,10,CPU-bound,Priority,0.6363636363636364,70,0
13,13,7,IO-bound,Round Robin,1.625,91,169
10,3,6,IO-bound,SJF,0.42857142857142855,18,30
12,4,1,CPU-bound,SRTF,2.0,4,48
12,8,4,CPU-bound,FCFS,1.6,32,96
2,5,3,CPU-bound,FCFS,1.25,15,10
1,11,6,CPU-bound,FCFS,1.5714285714285714,66,11
16,6,6,IO-bound,Round Robin,0.8571428571428571,36,96
1,12,1,CPU-bound,FCFS,6.0,12,12
3,7,9,CPU-bound,Priority,0.7,63,21
10,5,1,IO-bound,SJF,2.5,5,50
12,13,6,IO-bound,Priority,1.8571428571428572,78,156
0,10,3,CPU-bound,SJF,2.5,30,0
9,16,7,IO-bound,Round Robin,2.0,112,144
18,15,3,CPU-bound,FCFS,3.75,45,270
2,15,1,IO-bound,FCFS,7.5,15,30
7,4,9,CPU-bound,Priority,0.4,36,28
15,8,1,IO-bound,Round Robin,4.0,8,120
7,16,2,IO-bound,FCFS,5.333333333333333,32,112
10,20,5,CPU-bound,Round Robin,3.3333333333333335,100,200
17,14,7,IO-bound,Round Robin,1.75,98,238
15,5,4,IO-bound,SRTF,1.0,20,75
18,13,2,CPU-bound,FCFS,4.333333333333333,26,234
4,8,8,IO-bound,Priority,0.8888888888888888,64,32
4,17,7,CPU-bound,Round Robin,2.125,119,68
2,4,5,CPU-bound,Round Robin,0.6666666666666666,20,8
1,16,8,IO-bound,Priority,1.7777777777777777,128,16
17,6,10,IO-bound,Priority,0.5454545454545454,60,102
13,4,8,IO-bound,Round Robin,0.4444444444444444,32,52
4,12,1,IO-bound,Round Robin,6.0,12,48
14,16,10,CPU-bound,Priority,1.4545454545454546,160,224
6,6,2,CPU-bound,Round Robin,2.0,12,36
1,20,4,CPU-bound,FCFS,4.0,80,20
18,13,8,IO-bound,Round Robin,1.4444444444444444,104,234
9,6,9,CPU-bound,SJF,0.6,54,54
17,16,5,IO-bound,Round Robin,2.6666666666666665,80,272
0,5,10,IO-bound,Priority,0.45454545454545453,50,0
18,7,4,CPU-bound,Round Robin,1.4,28,126
13,20,7,IO-bound,Round Robin,2.5,140,260
15,10,5,IO-bound,FCFS,1.6666666666666667,50,150
15,8,10,IO-bound,Priority,0.7272727272727273,80,120
6,7,2,IO-bound,FCFS,2.3333333333333335,14,42
20,2,2,IO-bound,SRTF,0.6666666666666666,4,40
5,9,8,CPU-bound,Round Robin,1.0,72,45
16,8,4,IO-bound,FCFS,1.6,32,128
8,5,7,CPU-bound,SJF,0.625,35,40
7,15,4,CPU-bound,FCFS,3.0,60,105
11,19,5,CPU-bound,FCFS,3.1666666666666665,95,209
20,1,8,IO-bound,Priority,0.1111111111111111,8,20
0,17,5,IO-bound,Round Robin,2.8333333333333335,85,0
19,3,6,CPU-bound,Round Robin,0.42857142857142855,18,57
1,12,6,CPU-bound,FCFS,1.7142857142857142,72,12
13,5,10,IO-bound,Priority,0.45454545454545453,50,65
1,1,5,IO-bound,FCFS,0.16666666666666666,5,1
7,1,1,IO-bound,FCFS,0.5,1,7
20,19,1,CPU-bound,FCFS,9.5,19,380
3,18,7,CPU-bound,FCFS,2.25,126,54
7,11,1,CPU-bound,Round Robin,5.5,11,77
15,13,10,CPU-bound,Round Robin,1.1818181818181819,130,195
15,15,3,IO-bound,Round Robin,3.75,45,225
1,1,5,CPU-bound,SJF,0.16666666666666666,5,1
12,1,3,IO-bound,SRTF,0.25,3,12
7,3,9,CPU-bound,Priority,0.3,27,21
11,19,5,IO-bound,Round Robin,3.1666666666666665,95,209
15,5,2,CPU-bound,SRTF,1.6666666666666667,10,75
11,8,3,CPU-bound,FCFS,2.0,24,88
7,10,8,IO-bound,Priority,1.1111111111111112,80,70
10,9,5,CPU-bound,FCFS,1.5,45,90
13,9,6,IO-bound,Round Robin,1.2857142857142858,54,117
15,17,3,CPU-bound,FCFS,4.25,51,255
16,14,9,IO-bound,Priority,1.4,126,224
6,13,8,IO-bound,Priority,1.4444444444444444,104,78
13,4,6,IO-bound,SJF,0.5714285714285714,24,52
10,19,8,CPU-bound,Priority,2.111111111111111,152,190
19,12,8,IO-bound,Priority,1.3333333333333333,96,228
6,8,4,CPU-bound,SJF,1.6,32,48
19,9,4,CPU-bound,SJF,1.8,36,171
9,7,9,CPU-bound,Priority,0.7,63,63
2,16,3,IO-bound,Round Robin,4.0,48,32
12,19,2,IO-bound,FCFS,6.333333333333333,38,228
13,8,9,IO-bound,Priority,0.8,72,104
8,5,7,IO-bound,SJF,0.625,35,40
4,11,2,IO-bound,Round Robin,3.6666666666666665,22,44
10,8,4,IO-bound,Round Robin,1.6,32,80
19,6,7,CPU-bound,SJF,0.75,42,114
10,18,9,IO-bound,Priority,1.8,162,180
10,1,4,CPU-bound,Round Robin,0.2,4,10
5,8,8,IO-bound,Priority,0.8888888888888888,64,40
20,2,2,IO-bound,SJF,0.6666666666666666,4,40
2,10,4,CPU-bound,Round Robin,2.0,40,20
1,14,5,CPU-bound,FCFS,2.3333333333333335,70,14
15,10,6,IO-bound,Round Robin,1.4285714285714286,60,150
9,11,4,IO-bound,FCFS,2.2,44,99
13,4,9,CPU-bound,SJF,0.4,36,52
14,7,8,IO-bound,Priority,0.7777777777777778,56,98
10,10,3,CPU-bound,FCFS,2.5,30,100
1,1,4,IO-bound,SJF,0.2,4,1
13,16,10,IO-bound,Round Robin,1.4545454545454546,160,208
9,12,4,IO-bound,Round Robin,2.4,48,108
14,8,1,IO-bound,Round Robin,4.0,8,112
10,5,7,IO-bound,FCFS,0.625,35,50
0,14,8,CPU-bound,Round Robin,1.5555555555555556,112,0
17,15,9,IO-bound,Priority,1.5,135,255
11,6,6,CPU-bound,SJF,0.8571428571428571,36,66
8,4,8,IO-bound,Priority,0.4444444444444444,32,32
20,18,7,IO-bound,FCFS,2.25,126,360
19,5,9,IO-bound,Round Robin,0.5,45,95
13,5,1,CPU-bound,SJF,2.5,5,65
12,11,1,CPU-bound,FCFS,5.5,11,132
3,8,2,CPU-bound,SJF,2.6666666666666665,16,24
17,8,5,IO-bound,FCFS,1.3333333333333333,40,136
3,4,8,CPU-bound,Priority,0.4444444444444444,32,12
14,10,6,CPU-bound,SJF,1.4285714285714286,60,140
11,5,9,CPU-bound,Priority,0.5,45,55
18,1,10,IO-bound,Priority,0.09090909090909091,10,18
13,17,1,IO-bound,FCFS,8.5,17,221
15,8,6,CPU-bound,FCFS,1.1428571428571428,48,120
16,1,10,CPU-bound,Priority,0.09090909090909091,10,16
5,17,9,IO-bound,Round Robin,1.7,153,85
18,9,9,IO-bound,Priority,0.9,81,162
10,15,6,CPU-bound,FCFS,2.142857142857143,90,150
9,15,7,CPU-bound,Round Robin,1.875,105,135
20,20,5,CPU-bound,Round Robin,3.3333333333333335,100,400
14,4,8,CPU-bound,Priority,0.4444444444444444,32,56
7,20,5,CPU-bound,SJF,3.3333333333333335,100,140
17,18,10,IO-bound,Priority,1.6363636363636365,180,306
17,6,8,IO-bound,Priority,0.6666666666666666,48,102
14,1,1,IO-bound,SRTF,0.5,1,14
18,14,1,IO-bound,Priority,7.0,14,252
4,1,4,CPU-bound,SJF,0.2,4,4
9,11,2,CPU-bound,FCFS,3.6666666666666665,22,99
1,1,8,CPU-bound,SJF,0.1111111111111111,8,1
2,11,7,IO-bound,Round Robin,1.375,77,22
18,10,5,CPU-bound,FCFS,1.6666666666666667,50,180
17,19,8,CPU-bound,Priority,2.111111111111111,152,323
16,4,4,IO-bound,SJF,0.8,16,64
10,3,2,CPU-bound,SJF,1.0,6,30
14,8,9,CPU-bound,Priority,0.8,72,112
18,18,2,IO-bound,Round Robin,6.0,36,324
9,5,6,CPU-bound,SJF,0.7142857142857143,30,45
16,14,3,IO-bound,Round Robin,3.5,42,224
6,8,4,CPU-bound,FCFS,1.6,32,48
6,19,10,CPU-bound,Round Robin,1.7272727272727273,190,114
4,14,5,CPU-bound,SJF,2.3333333333333335,70,56
0,18,10,IO-bound,Priority,1.6363636363636365,180,0
20,2,3,CPU-bound,SRTF,0.5,6,40
9,18,1,IO-bound,FCFS,9.0,18,162
20,4,10,CPU-bound,Round Robin,0.36363636363636365,40,80
4,17,1,IO-bound,FCFS,8.5,17,68
14,7,1,CPU-bound,FCFS,3.5,7,98
8,2,1,CPU-bound,SJF,1.0,2,16
15,20,4,CPU-bound,FCFS,4.0,80,300
6,8,1,CPU-bound,FCFS,4.0,8,48
14,7,7,IO-bound,FCFS,0.875,49,98
8,6,2,CPU-bound,FCFS,2.0,12,48
20,7,6,IO-bound,Round Robin,1.0,42,140
18,2,6,IO-bound,SRTF,0.2857142857142857,12,36
16,13,2,IO-bound,Round Robin,4.333333333333333,26,208
20,2,9,IO-bound,Round Robin,0.2,18,40
2,6,4,CPU-bound,SJF,1.2,24,12
13,1,7,IO-bound,SRTF,0.125,7,13
20,2,10,IO-bound,Priority,0.18181818181818182,20,40
3,5,3,IO-bound,Round Robin,1.25,15,15
4,14,9,IO-bound,Priority,1.4,126,56
10,9,2,IO-bound,Round Robin,3.0,18,90
13,2,6,IO-bound,SRTF,0.2857142857142857,12,26
19,17,4,IO-bound,FCFS,3.4,68,323
1,8,7,IO-bound,Round Robin,1.0,56,8
4,15,4,IO-bound,Round Robin,3.0,60,60
16,7,4,IO-bound,Round Robin,1.4,28,112
14,4,10,IO-bound,Priority,0.36363636363636365,40,56
10,3,10,IO-bound,Priority,0.2727272727272727,30,30
15,4,7,IO-bound,SRTF,0.5,28,60
5,2,8,IO-bound,Priority,0.2222222222222222,16,10
4,7,2,CPU-bound,FCFS,2.3333333333333335,14,28
8,20,1,IO-bound,Round Robin,10.0,20,160
15,10,9,IO-bound,Priority,1.0,90,150
11,9,2,CPU-bound,FCFS,3.0,18,99
8,12,4,IO-bound,Round Robin,2.4,48,96
