process_id,arrival_time,burst_time,priority,process_type,short_job,long_job,io_flag,cpu_flag,high_priority,dynamic_arrival,best_algorithm
P1119,7,10,6,IO-bound,0,1,1,0,0,0,Round Robin
P1120,11,1,3,IO-bound,1,0,1,0,0,1,SRTF
P1121,12,7,10,CPU-bound,0,1,0,1,1,1,Priority
P1122,4,15,4,IO-bound,0,1,1,0,0,0,Round Robin
P1123,15,4,8,CPU-bound,1,0,0,1,1,1,Priority
P1124,3,1,3,IO-bound,1,0,1,0,0,0,SJF
P1125,8,15,5,CPU-bound,0,1,0,1,0,0,FCFS
P1126,11,1,5,CPU-bound,1,0,0,1,0,1,SRTF
P1127,20,16,2,IO-bound,0,1,1,0,0,1,Round Robin
P1128,7,10,5,IO-bound,0,1,1,0,0,0,Round Robin
P1129,4,6,4,CPU-bound,0,1,0,1,0,0,FCFS
P1130,20,12,10,IO-bound,0,1,1,0,1,1,Priority
P1131,13,6,6,CPU-bound,0,1,0,1,0,1,FCFS
P1132,8,14,9,IO-bound,0,1,1,0,1,0,Priority
P1133,9,5,1,IO-bound,1,0,1,0,0,0,SJF
P1134,13,13,10,IO-bound,0,1,1,0,1,1,Priority
P1135,0,1,1,IO-bound,1,0,1,0,0,0,SJF
P1136,0,11,1,IO-bound,0,1,1,0,0,0,Round Robin
P1137,12,15,9,IO-bound,0,1,1,0,1,1,Priority
P1138,13,19,4,CPU-bound,0,1,0,1,0,1,FCFS
P1139,1,20,4,CPU-bound,0,1,0,1,0,0,FCFS
P1140,2,2,5,IO-bound,1,0,1,0,0,0,SJF
P1141,10,18,3,IO-bound,0,1,1,0,0,0,Round Robin
P1142,14,6,10,CPU-bound,0,1,0,1,1,1,Priority
P1143,6,12,10,CPU-bound,0,1,0,1,1,0,Priority
P1144,4,3,2,CPU-bound,1,0,0,1,0,0,SJF
P1145,11,12,7,IO-bound,0,1,1,0,1,1,Round Robin
P1146,7,11,2,CPU-bound,0,1,0,1,0,0,FCFS
P1147,8,16,6,CPU-bound,0,1,0,1,0,0,FCFS
P1148,20,20,4,IO-bound,0,1,1,0,0,1,Round Robin
P1149,10,7,5,CPU-bound,0,1,0,1,0,0,FCFS
P1150,5,8,3,IO-bound,0,1,1,0,0,0,Round Robin
P1151,3,13,10,CPU-bound,0,1,0,1,1,0,Priority
P1152,4,8,1,CPU-bound,0,1,0,1,0,0,FCFS
P1153,4,3,6,IO-bound,1,0,1,0,0,0,SJF
P1154,9,7,2,IO-bound,0,1,1,0,0,0,Round Robin
P1155,12,13,1,IO-bound,0,1,1,0,0,1,Round Robin
P1156,2,13,1,CPU-bound,0,1,0,1,0,0,FCFS
P1157,13,20,3,IO-bound,0,1,1,0,0,1,Round Robin
P1158,17,20,4,CPU-bound,0,1,0,1,0,1,FCFS
P1159,20,13,1,IO-bound,0,1,1,0,0,1,Round Robin
P1160,5,1,4,IO-bound,1,0,1,0,0,0,SJF
P1161,17,5,10,CPU-bound,1,0,0,1,1,1,Priority
P1162,9,2,5,IO-bound,1,0,1,0,0,0,SJF
P1163,20,2,1,IO-bound,1,0,1,0,0,1,SRTF
P1164,5,14,8,CPU-bound,0,1,0,1,1,0,Priority
P1165,9,13,10,CPU-bound,0,1,0,1,1,0,Priority
P1166,9,8,8,IO-bound,0,1,1,0,1,0,Priority
P1167,17,9,8,IO-bound,0,1,1,0,1,1,Priority
P1168,7,12,7,CPU-bound,0,1,0,1,1,0,FCFS
P1169,16,13,10,IO-bound,0,1,1,0,1,1,Priority
P1170,17,17,2,CPU-bound,0,1,0,1,0,1,FCFS
P1171,8,11,8,IO-bound,0,1,1,0,1,0,Priority
P1172,7,16,7,CPU-bound,0,1,0,1,1,0,FCFS
P1173,15,6,1,CPU-bound,0,1,0,1,0,1,FCFS
P1174,14,12,2,IO-bound,0,1,1,0,0,1,Round Robin
P1175,17,18,8,IO-bound,0,1,1,0,1,1,Priority
P1176,7,19,5,CPU-bound,0,1,0,1,0,0,FCFS
P1177,14,10,7,CPU-bound,0,1,0,1,1,1,FCFS
P1178,12,12,7,CPU-bound,0,1,0,1,1,1,FCFS
P1179,8,10,9,CPU-bound,0,1,0,1,1,0,Priority
P1180,5,10,3,IO-bound,0,1,1,0,0,0,Round Robin
P1181,13,7,5,IO-bound,0,1,1,0,0,1,Round Robin
P1182,7,3,9,CPU-bound,1,0,0,1,1,0,Priority
P1183,5,20,8,IO-bound,0,1,1,0,1,0,Priority
P1184,14,17,8,CPU-bound,0,1,0,1,1,1,Priority
P1185,10,15,7,IO-bound,0,1,1,0,1,0,Round Robin
P1186,15,5,4,CPU-bound,1,0,0,1,0,1,SRTF
P1187,20,7,2,IO-bound,0,1,1,0,0,1,Round Robin
P1188,9,2,7,IO-bound,1,0,1,0,1,0,SJF
P1189,8,14,3,IO-bound,0,1,1,0,0,0,Round Robin
P1190,9,12,9,CPU-bound,0,1,0,1,1,0,Priority
P1191,13,19,9,IO-bound,0,1,1,0,1,1,Priority
P1192,1,8,9,CPU-bound,0,1,0,1,1,0,Priority
P1193,4,13,8,IO-bound,0,1,1,0,1,0,Priority
P1194,5,4,1,CPU-bound,1,0,0,1,0,0,SJF
P1195,19,13,4,IO-bound,0,1,1,0,0,1,Round Robin
P1196,18,14,7,IO-bound,0,1,1,0,1,1,Round Robin
P1197,3,9,9,CPU-bound,0,1,0,1,1,0,Priority
P1198,5,12,6,CPU-bound,0,1,0,1,0,0,FCFS
P1199,17,10,8,IO-bound,0,1,1,0,1,1,Priority
P1200,12,9,10,CPU-bound,0,1,0,1,1,1,Priority
P1201,9,11,3,CPU-bound,0,1,0,1,0,0,FCFS
P1202,13,7,2,IO-bound,0,1,1,0,0,1,Round Robin
P1203,2,7,4,CPU-bound,0,1,0,1,0,0,FCFS
P1204,8,16,2,CPU-bound,0,1,0,1,0,0,FCFS
P1205,6,13,2,CPU-bound,0,1,0,1,0,0,FCFS
P1206,16,18,7,CPU-bound,0,1,0,1,1,1,FCFS
P1207,18,2,8,CPU-bound,1,0,0,1,1,1,Priority
P1208,4,20,8,IO-bound,0,1,1,0,1,0,Priority
P1209,3,5,2,IO-bound,1,0,1,0,0,0,SJF
P1210,18,18,2,IO-bound,0,1,1,0,0,1,Round Robin
P1211,0,7,6,IO-bound,0,1,1,0,0,0,Round Robin
P1212,20,3,10,IO-bound,1,0,1,0,1,1,Priority
P1213,18,14,8,CPU-bound,0,1,0,1,1,1,Priority
P1214,13,9,8,CPU-bound,0,1,0,1,1,1,Priority
P1215,15,14,2,CPU-bound,0,1,0,1,0,1,FCFS
P1216,13,7,5,CPU-bound,0,1,0,1,0,1,FCFS
P1217,8,3,10,IO-bound,1,0,1,0,1,0,Priority
P1218,13,15,4,IO-bound,0,1,1,0,0,1,Round Robin
P1219,7,4,4,CPU-bound,1,0,0,1,0,0,SJF
P1220,9,15,4,CPU-bound,0,1,0,1,0,0,FCFS
P1221,4,6,7,IO-bound,0,1,1,0,1,0,Round Robin
P1222,5,11,1,IO-bound,0,1,1,0,0,0,Round Robin
P1223,0,14,10,CPU-bound,0,1,0,1,1,0,Priority
P1224,10,19,2,CPU-bound,0,1,0,1,0,0,FCFS
P1225,4,11,6,IO-bound,0,1,1,0,0,0,Round Robin
P1226,17,4,6,CPU-bound,1,0,0,1,0,1,SRTF
P1227,19,14,9,IO-bound,0,1,1,0,1,1,Priority
P1228,5,10,6,IO-bound,0,1,1,0,0,0,Round Robin
P1229,14,14,6,CPU-bound,0,1,0,1,0,1,FCFS
P1230,15,17,6,IO-bound,0,1,1,0,0,1,Round Robin
P1231,5,1,6,IO-bound,1,0,1,0,0,0,SJF
P1232,4,9,1,IO-bound,0,1,1,0,0,0,Round Robin
P1233,14,9,9,IO-bound,0,1,1,0,1,1,Priority
P1234,7,5,8,CPU-bound,1,0,0,1,1,0,Priority
P1235,5,1,2,IO-bound,1,0,1,0,0,0,SJF
P1236,3,3,10,CPU-bound,1,0,0,1,1,0,Priority
P1237,11,15,6,IO-bound,0,1,1,0,0,1,Round Robin
P1238,12,3,9,CPU-bound,1,0,0,1,1,1,Priority
P1239,8,4,4,IO-bound,1,0,1,0,0,0,SJF
P1240,7,18,3,CPU-bound,0,1,0,1,0,0,FCFS
P1241,5,20,9,CPU-bound,0,1,0,1,1,0,Priority
P1242,8,4,9,IO-bound,1,0,1,0,1,0,Priority
P1243,13,8,7,CPU-bound,0,1,0,1,1,1,FCFS
P1244,6,7,5,IO-bound,0,1,1,0,0,0,Round Robin
P1245,16,17,9,CPU-bound,0,1,0,1,1,1,Priority
P1246,11,10,3,CPU-bound,0,1,0,1,0,1,FCFS
P1247,9,4,8,IO-bound,1,0,1,0,1,0,Priority
P1248,1,6,6,CPU-bound,0,1,0,1,0,0,FCFS
P1249,8,14,4,CPU-bound,0,1,0,1,0,0,FCFS
P1250,2,14,4,CPU-bound,0,1,0,1,0,0,FCFS
P1251,3,11,9,IO-bound,0,1,1,0,1,0,Priority
P1252,13,7,1,CPU-bound,0,1,0,1,0,1,FCFS
P1253,13,2,5,IO-bound,1,0,1,0,0,1,SRTF
P1254,2,5,4,IO-bound,1,0,1,0,0,0,SJF
P1255,5,3,10,CPU-bound,1,0,0,1,1,0,Priority
P1256,13,9,4,IO-bound,0,1,1,0,0,1,Round Robin
P1257,17,17,10,CPU-bound,0,1,0,1,1,1,Priority
P1258,10,12,1,CPU-bound,0,1,0,1,0,0,FCFS
P1259,9,7,2,IO-bound,0,1,1,0,0,0,Round Robin
P1260,16,2,4,CPU-bound,1,0,0,1,0,1,SRTF
P1261,11,18,7,CPU-bound,0,1,0,1,1,1,FCFS
P1262,1,8,6,CPU-bound,0,1,0,1,0,0,FCFS
P1263,17,19,3,IO-bound,0,1,1,0,0,1,Round Robin
P1264,17,11,5,CPU-bound,0,1,0,1,0,1,FCFS
P1265,2,20,5,CPU-bound,0,1,0,1,0,0,FCFS
P1266,20,13,8,CPU-bound,0,1,0,1,1,1,Priority
P1267,4,13,3,CPU-bound,0,1,0,1,0,0,FCFS
P1268,15,6,5,IO-bound,0,1,1,0,0,1,Round Robin
P1269,16,7,6,CPU-bound,0,1,0,1,0,1,FCFS
P1270,0,5,6,CPU-bound,1,0,0,1,0,0,SJF
P1271,2,18,6,IO-bound,0,1,1,0,0,0,Round Robin
P1272,13,9,10,IO-bound,0,1,1,0,1,1,Priority
P1273,1,7,6,IO-bound,0,1,1,0,0,0,Round Robin
P1274,6,8,2,IO-bound,0,1,1,0,0,0,Round Robin
P1275,5,18,9,CPU-bound,0,1,0,1,1,0,Priority
P1276,17,15,1,CPU-bound,0,1,0,1,0,1,FCFS
P1277,2,18,6,IO-bound,0,1,1,0,0,0,Round Robin
P1278,13,1,6,CPU-bound,1,0,0,1,0,1,SRTF
P1279,2,12,7,CPU-bound,0,1,0,1,1,0,FCFS
P1280,7,18,10,IO-bound,0,1,1,0,1,0,Priority
P1281,13,16,4,IO-bound,0,1,1,0,0,1,Round Robin
P1282,16,4,3,CPU-bound,1,0,0,1,0,1,SRTF
P1283,5,2,7,CPU-bound,1,0,0,1,1,0,SJF
P1284,20,9,9,CPU-bound,0,1,0,1,1,1,Priority
P1285,14,10,7,IO-bound,0,1,1,0,1,1,Round Robin
P1286,12,1,9,IO-bound,1,0,1,0,1,1,Priority
P1287,19,14,2,IO-bound,0,1,1,0,0,1,Round Robin
P1288,0,1,3,CPU-bound,1,0,0,1,0,0,SJF
P1289,13,19,3,CPU-bound,0,1,0,1,0,1,FCFS
P1290,0,4,9,IO-bound,1,0,1,0,1,0,Priority
P1291,0,20,9,IO-bound,0,1,1,0,1,0,Priority
P1292,16,19,1,CPU-bound,0,1,0,1,0,1,FCFS
P1293,9,8,10,CPU-bound,0,1,0,1,1,0,Priority
P1294,16,9,1,IO-bound,0,1,1,0,0,1,Round Robin
P1295,9,5,1,CPU-bound,1,0,0,1,0,0,SJF
P1296,17,8,4,IO-bound,0,1,1,0,0,1,Round Robin
P1297,0,19,1,IO-bound,0,1,1,0,0,0,Round Robin
P1298,4,10,3,CPU-bound,0,1,0,1,0,0,FCFS
P1299,9,18,9,IO-bound,0,1,1,0,1,0,Priority
P1300,2,4,8,IO-bound,1,0,1,0,1,0,Priority
P1301,14,1,5,IO-bound,1,0,1,0,0,1,SRTF
P1302,14,20,10,IO-bound,0,1,1,0,1,1,Priority
P1303,20,2,2,CPU-bound,1,0,0,1,0,1,SRTF
P1304,10,19,10,CPU-bound,0,1,0,1,1,0,Priority
P1305,10,7,1,IO-bound,0,1,1,0,0,0,Round Robin
P1306,14,17,2,IO-bound,0,1,1,0,0,1,Round Robin
P1307,17,10,6,CPU-bound,0,1,0,1,0,1,FCFS
P1308,18,4,9,CPU-bound,1,0,0,1,1,1,Priority
P1309,5,5,2,CPU-bound,1,0,0,1,0,0,SJF
P1310,17,11,6,CPU-bound,0,1,0,1,0,1,FCFS
P1311,14,3,7,CPU-bound,1,0,0,1,1,1,SRTF
P1312,2,3,10,IO-bound,1,0,1,0,1,0,Priority
P1313,7,18,3,CPU-bound,0,1,0,1,0,0,FCFS
P1314,14,7,3,CPU-bound,0,1,0,1,0,1,FCFS
P1315,1,9,10,CPU-bound,0,1,0,1,1,0,Priority
P1316,17,1,8,IO-bound,1,0,1,0,1,1,Priority
P1317,14,8,1,CPU-bound,0,1,0,1,0,1,FCFS
P1318,0,1,3,IO-bound,1,0,1,0,0,0,SJF
P1319,18,6,9,IO-bound,0,1,1,0,1,1,Priority
P1320,8,15,9,CPU-bound,0,1,0,1,1,0,Priority
P1321,13,6,4,IO-bound,0,1,1,0,0,1,Round Robin
P1322,19,17,3,IO-bound,0,1,1,0,0,1,Round Robin
P1323,7,13,6,IO-bound,0,1,1,0,0,0,Round Robin
P1324,6,3,10,IO-bound,1,0,1,0,1,0,Priority
P1325,9,4,7,IO-bound,1,0,1,0,1,0,SJF
P1326,17,3,5,CPU-bound,1,0,0,1,0,1,SRTF
P1327,3,2,4,CPU-bound,1,0,0,1,0,0,SJF
P1328,13,6,10,CPU-bound,0,1,0,1,1,1,Priority
P1329,3,11,4,CPU-bound,0,1,0,1,0,0,FCFS
P1330,15,16,5,IO-bound,0,1,1,0,0,1,Round Robin
P1331,20,3,10,IO-bound,1,0,1,0,1,1,Priority
P1332,9,1,7,IO-bound,1,0,1,0,1,0,SJF
P1333,13,19,7,IO-bound,0,1,1,0,1,1,Round Robin
P1334,12,9,4,CPU-bound,0,1,0,1,0,1,FCFS
P1335,4,15,4,CPU-bound,0,1,0,1,0,0,FCFS
P1336,4,5,2,CPU-bound,1,0,0,1,0,0,SJF
P1337,7,13,8,IO-bound,0,1,1,0,1,0,Priority
P1338,11,5,4,IO-bound,1,0,1,0,0,1,SRTF
P1339,16,11,7,IO-bound,0,1,1,0,1,1,Round Robin
P1340,11,5,7,CPU-bound,1,0,0,1,1,1,SRTF
P1341,5,5,6,IO-bound,1,0,1,0,0,0,SJF
P1342,20,14,3,IO-bound,0,1,1,0,0,1,Round Robin
P1343,10,17,3,CPU-bound,0,1,0,1,0,0,FCFS
P1344,9,12,2,IO-bound,0,1,1,0,0,0,Round Robin
P1345,1,18,4,CPU-bound,0,1,0,1,0,0,FCFS
P1346,4,17,8,CPU-bound,0,1,0,1,1,0,Priority
P1347,15,5,10,IO-bound,1,0,1,0,1,1,Priority
P1348,4,4,8,IO-bound,1,0,1,0,1,0,Priority
P1349,12,5,6,IO-bound,1,0,1,0,0,1,SRTF
P1350,8,9,4,CPU-bound,0,1,0,1,0,0,FCFS
P1351,1,10,6,CPU-bound,0,1,0,1,0,0,FCFS
P1352,4,1,5,CPU-bound,1,0,0,1,0,0,SJF
P1353,14,2,9,IO-bound,1,0,1,0,1,1,Priority
P1354,9,15,6,CPU-bound,0,1,0,1,0,0,FCFS
P1355,12,2,10,CPU-bound,1,0,0,1,1,1,Priority
P1356,20,13,4,IO-bound,0,1,1,0,0,1,Round Robin
P1357,5,2,9,CPU-bound,1,0,0,1,1,0,Priority
P1358,10,6,3,IO-bound,0,1,1,0,0,0,Round Robin
P1359,11,4,4,CPU-bound,1,0,0,1,0,1,SRTF
P1360,2,12,4,IO-bound,0,1,1,0,0,0,Round Robin
P1361,11,19,9,CPU-bound,0,1,0,1,1,1,Priority
P1362,15,14,4,IO-bound,0,1,1,0,0,1,Round Robin
P1363,8,8,3,IO-bound,0,1,1,0,0,0,Round Robin
P1364,2,18,6,CPU-bound,0,1,0,1,0,0,FCFS
P1365,16,3,1,IO-bound,1,0,1,0,0,1,SRTF
P1366,0,7,2,CPU-bound,0,1,0,1,0,0,FCFS
P1367,4,1,1,IO-bound,1,0,1,0,0,0,SJF
P1368,10,9,1,IO-bound,0,1,1,0,0,0,Round Robin
P1369,0,8,5,IO-bound,0,1,1,0,0,0,Round Robin
P1370,4,7,4,IO-bound,0,1,1,0,0,0,Round Robin
P1371,10,13,1,IO-bound,0,1,1,0,0,0,Round Robin
P1372,11,19,3,CPU-bound,0,1,0,1,0,1,FCFS
P1373,0,9,5,IO-bound,0,1,1,0,0,0,Round Robin
P1374,10,11,9,CPU-bound,0,1,0,1,1,0,Priority
P1375,14,9,8,IO-bound,0,1,1,0,1,1,Priority
P1376,19,11,4,CPU-bound,0,1,0,1,0,1,FCFS
P1377,6,16,9,CPU-bound,0,1,0,1,1,0,Priority
P1378,14,10,4,CPU-bound,0,1,0,1,0,1,FCFS
P1379,17,16,10,CPU-bound,0,1,0,1,1,1,Priority
P1380,13,13,9,IO-bound,0,1,1,0,1,1,Priority
P1381,7,17,5,IO-bound,0,1,1,0,0,0,Round Robin
P1382,15,18,1,IO-bound,0,1,1,0,0,1,Round Robin
P1383,20,5,1,IO-bound,1,0,1,0,0,1,SRTF
P1384,19,11,8,IO-bound,0,1,1,0,1,1,Priority
P1385,20,19,2,CPU-bound,0,1,0,1,0,1,FCFS
P1386,5,17,9,CPU-bound,0,1,0,1,1,0,Priority
P1387,15,19,1,CPU-bound,0,1,0,1,0,1,FCFS
P1388,16,10,8,IO-bound,0,1,1,0,1,1,Priority
P1389,13,19,4,IO-bound,0,1,1,0,0,1,Round Robin
P1390,4,7,3,CPU-bound,0,1,0,1,0,0,FCFS
P1391,8,10,5,IO-bound,0,1,1,0,0,0,Round Robin
P1392,2,2,9,CPU-bound,1,0,0,1,1,0,Priority
P1393,10,19,1,IO-bound,0,1,1,0,0,0,Round Robin
P1394,5,9,4,IO-bound,0,1,1,0,0,0,Round Robin
P1395,2,5,1,CPU-bound,1,0,0,1,0,0,SJF
P1396,3,18,3,CPU-bound,0,1,0,1,0,0,FCFS
P1397,8,10,6,CPU-bound,0,1,0,1,0,0,FCFS
P1398,0,11,6,CPU-bound,0,1,0,1,0,0,FCFS
P1399,11,13,10,CPU-bound,0,1,0,1,1,1,Priority
P1400,13,18,3,CPU-bound,0,1,0,1,0,1,FCFS
P1401,2,7,2,IO-bound,0,1,1,0,0,0,Round Robin
P1402,19,8,6,IO-bound,0,1,1,0,0,1,Round Robin
P1403,19,3,1,CPU-bound,1,0,0,1,0,1,SRTF
P1404,17,16,6,IO-bound,0,1,1,0,0,1,Round Robin
P1405,15,8,5,CPU-bound,0,1,0,1,0,1,FCFS
P1406,19,1,5,IO-bound,1,0,1,0,0,1,SRTF
P1407,20,4,7,CPU-bound,1,0,0,1,1,1,SRTF
P1408,12,17,5,CPU-bound,0,1,0,1,0,1,FCFS
P1409,0,13,9,CPU-bound,0,1,0,1,1,0,Priority
P1410,0,13,3,IO-bound,0,1,1,0,0,0,Round Robin
P1411,18,1,2,IO-bound,1,0,1,0,0,1,SRTF
P1412,2,12,5,IO-bound,0,1,1,0,0,0,Round Robin
P1413,8,4,3,IO-bound,1,0,1,0,0,0,SJF
P1414,2,17,7,CPU-bound,0,1,0,1,1,0,FCFS
P1415,7,3,5,CPU-bound,1,0,0,1,0,0,SJF
P1416,15,9,4,IO-bound,0,1,1,0,0,1,Round Robin
P1417,10,11,6,CPU-bound,0,1,0,1,0,0,FCFS
P1418,11,16,9,CPU-bound,0,1,0,1,1,1,Priority
P1419,12,14,10,IO-bound,0,1,1,0,1,1,Priority
P1420,6,4,2,CPU-bound,1,0,0,1,0,0,SJF
P1421,10,6,4,CPU-bound,0,1,0,1,0,0,FCFS
P1422,18,16,8,CPU-bound,0,1,0,1,1,1,Priority
P1423,14,17,10,IO-bound,0,1,1,0,1,1,Priority
P1424,7,13,2,CPU-bound,0,1,0,1,0,0,FCFS
P1425,1,15,9,CPU-bound,0,1,0,1,1,0,Priority
P1426,13,17,2,IO-bound,0,1,1,0,0,1,Round Robin
P1427,10,17,5,CPU-bound,0,1,0,1,0,0,FCFS
P1428,11,3,2,CPU-bound,1,0,0,1,0,1,SRTF
P1429,14,6,3,IO-bound,0,1,1,0,0,1,Round Robin
P1430,6,15,1,CPU-bound,0,1,0,1,0,0,FCFS
P1431,19,14,9,IO-bound,0,1,1,0,1,1,Priority
P1432,16,20,2,IO-bound,0,1,1,0,0,1,Round Robin
P1433,11,9,1,CPU-bound,0,1,0,1,0,1,FCFS
P1434,17,8,4,IO-bound,0,1,1,0,0,1,Round Robin
P1435,13,2,1,CPU-bound,1,0,0,1,0,1,SRTF
P1436,15,2,3,IO-bound,1,0,1,0,0,1,SRTF
P1437,15,11,1,IO-bound,0,1,1,0,0,1,Round Robin
P1438,7,6,8,CPU-bound,0,1,0,1,1,0,Priority
P1439,8,19,6,IO-bound,0,1,1,0,0,0,Round Robin
P1440,10,10,8,IO-bound,0,1,1,0,1,0,Priority
P1441,15,19,7,CPU-bound,0,1,0,1,1,1,FCFS
P1442,3,17,4,CPU-bound,0,1,0,1,0,0,FCFS
P1443,1,8,10,IO-bound,0,1,1,0,1,0,Priority
P1444,7,4,5,CPU-bound,1,0,0,1,0,0,SJF
P1445,12,9,4,IO-bound,0,1,1,0,0,1,Round Robin
P1446,4,17,4,IO-bound,0,1,1,0,0,0,Round Robin
P1447,11,20,8,CPU-bound,0,1,0,1,1,1,Priority
P1448,20,13,8,IO-bound,0,1,1,0,1,1,Priority
P1449,19,18,6,CPU-bound,0,1,0,1,0,1,FCFS
P1450,9,6,1,CPU-bound,0,1,0,1,0,0,FCFS
P1451,2,15,2,IO-bound,0,1,1,0,0,0,Round Robin
P1452,19,7,7,CPU-bound,0,1,0,1,1,1,FCFS
P1453,5,15,2,IO-bound,0,1,1,0,0,0,Round Robin
P1454,18,10,2,CPU-bound,0,1,0,1,0,1,FCFS
P1455,5,13,5,IO-bound,0,1,1,0,0,0,Round Robin
P1456,1,17,6,IO-bound,0,1,1,0,0,0,Round Robin
P1457,1,7,3,IO-bound,0,1,1,0,0,0,Round Robin
P1458,9,4,7,IO-bound,1,0,1,0,1,0,SJF
P1459,7,10,10,CPU-bound,0,1,0,1,1,0,Priority
P1460,0,2,3,CPU-bound,1,0,0,1,0,0,SJF
P1461,15,16,10,CPU-bound,0,1,0,1,1,1,Priority
P1462,18,8,5,CPU-bound,0,1,0,1,0,1,FCFS
P1463,20,7,6,IO-bound,0,1,1,0,0,1,Round Robin
P1464,11,15,2,CPU-bound,0,1,0,1,0,1,FCFS
P1465,15,5,8,CPU-bound,1,0,0,1,1,1,Priority
P1466,19,8,9,IO-bound,0,1,1,0,1,1,Priority
P1467,1,13,4,IO-bound,0,1,1,0,0,0,Round Robin
P1468,17,8,1,CPU-bound,0,1,0,1,0,1,FCFS
P1469,13,20,9,IO-bound,0,1,1,0,1,1,Priority
P1470,11,19,6,IO-bound,0,1,1,0,0,1,Round Robin
P1471,18,10,3,CPU-bound,0,1,0,1,0,1,FCFS
P1472,5,18,3,CPU-bound,0,1,0,1,0,0,FCFS
P1473,4,3,3,CPU-bound,1,0,0,1,0,0,SJF
P1474,19,12,8,IO-bound,0,1,1,0,1,1,Priority
P1475,18,5,1,IO-bound,1,0,1,0,0,1,SRTF
P1476,2,11,9,IO-bound,0,1,1,0,1,0,Priority
P1477,13,17,7,IO-bound,0,1,1,0,1,1,Round Robin
P1478,18,10,3,IO-bound,0,1,1,0,0,1,Round Robin
P1479,8,4,2,IO-bound,1,0,1,0,0,0,SJF
P1480,19,19,10,CPU-bound,0,1,0,1,1,1,Priority
P1481,11,12,2,CPU-bound,0,1,0,1,0,1,FCFS
P1482,7,14,7,CPU-bound,0,1,0,1,1,0,FCFS
P1483,9,7,7,CPU-bound,0,1,0,1,1,0,FCFS
P1484,10,17,2,IO-bound,0,1,1,0,0,0,Round Robin
P1485,12,20,5,CPU-bound,0,1,0,1,0,1,FCFS
P1486,16,6,7,CPU-bound,0,1,0,1,1,1,FCFS
P1487,1,11,2,CPU-bound,0,1,0,1,0,0,FCFS
P1488,11,5,2,CPU-bound,1,0,0,1,0,1,SRTF
P1489,11,4,7,CPU-bound,1,0,0,1,1,1,SRTF
P1490,7,14,1,CPU-bound,0,1,0,1,0,0,FCFS
P1491,4,18,2,IO-bound,0,1,1,0,0,0,Round Robin
P1492,3,11,2,CPU-bound,0,1,0,1,0,0,FCFS
P1493,9,5,10,IO-bound,1,0,1,0,1,0,Priority
P1494,5,7,9,CPU-bound,0,1,0,1,1,0,Priority
P1495,5,19,6,IO-bound,0,1,1,0,0,0,Round Robin
P1496,0,17,7,IO-bound,0,1,1,0,1,0,Round Robin
P1497,6,19,5,IO-bound,0,1,1,0,0,0,Round Robin
P1498,14,2,9,CPU-bound,1,0,0,1,1,1,Priority
P1499,7,19,5,IO-bound,0,1,1,0,0,0,Round Robin
P1500,13,7,6,CPU-bound,0,1,0,1,0,1,FCFS
P1501,6,20,5,CPU-bound,0,1,0,1,0,0,FCFS
P1502,16,11,7,IO-bound,0,1,1,0,1,1,Round Robin
P1503,4,8,6,CPU-bound,0,1,0,1,0,0,FCFS
P1504,4,8,9,IO-bound,0,1,1,0,1,0,Priority
P1505,8,20,6,CPU-bound,0,1,0,1,0,0,FCFS
P1506,4,20,7,CPU-bound,0,1,0,1,1,0,FCFS
P1507,13,2,2,IO-bound,1,0,1,0,0,1,SRTF
P1508,8,15,10,IO-bound,0,1,1,0,1,0,Priority
P1509,8,11,7,IO-bound,0,1,1,0,1,0,Round Robin
P1510,12,9,10,CPU-bound,0,1,0,1,1,1,Priority
P1511,6,15,7,IO-bound,0,1,1,0,1,0,Round Robin
P1512,4,13,4,CPU-bound,0,1,0,1,0,0,FCFS
P1513,16,17,1,CPU-bound,0,1,0,1,0,1,FCFS
P1514,2,10,10,IO-bound,0,1,1,0,1,0,Priority
P1515,20,10,4,CPU-bound,0,1,0,1,0,1,FCFS
P1516,17,16,2,IO-bound,0,1,1,0,0,1,Round Robin
P1517,16,12,8,IO-bound,0,1,1,0,1,1,Priority
P1518,3,4,3,IO-bound,1,0,1,0,0,0,SJF
P1519,14,19,4,CPU-bound,0,1,0,1,0,1,FCFS
P1520,4,8,3,CPU-bound,0,1,0,1,0,0,FCFS
P1521,20,2,6,CPU-bound,1,0,0,1,0,1,SRTF
P1522,6,11,9,CPU-bound,0,1,0,1,1,0,Priority
P1523,10,6,1,CPU-bound,0,1,0,1,0,0,FCFS
P1524,9,17,4,IO-bound,0,1,1,0,0,0,Round Robin
P1525,7,12,8,IO-bound,0,1,1,0,1,0,Priority
P1526,1,11,7,IO-bound,0,1,1,0,1,0,Round Robin
P1527,17,16,6,IO-bound,0,1,1,0,0,1,Round Robin
P1528,2,1,2,IO-bound,1,0,1,0,0,0,SJF
P1529,20,16,10,CPU-bound,0,1,0,1,1,1,Priority
P1530,13,4,3,CPU-bound,1,0,0,1,0,1,SRTF
P1531,14,19,6,IO-bound,0,1,1,0,0,1,Round Robin
P1532,12,15,3,CPU-bound,0,1,0,1,0,1,FCFS
P1533,9,14,9,CPU-bound,0,1,0,1,1,0,Priority
P1534,2,4,8,IO-bound,1,0,1,0,1,0,Priority
P1535,8,17,1,IO-bound,0,1,1,0,0,0,Round Robin
