process_id,arrival_time,burst_time,priority,process_type,short_job,long_job,io_flag,cpu_flag,high_priority,dynamic_arrival,best_algorithm
P1241,18,16,4,IO-bound,0,1,1,0,0,1,FCFS
P1242,3,20,8,IO-bound,0,1,1,0,1,0,Round Robin
P1243,2,19,3,CPU-bound,0,1,0,1,0,0,Round Robin
P1244,9,4,6,CPU-bound,1,0,0,1,0,0,SJF
P1245,16,1,9,CPU-bound,1,0,0,1,1,1,Priority
P1246,18,18,10,CPU-bound,0,1,0,1,1,1,Priority
P1247,16,2,2,IO-bound,1,0,1,0,0,1,SRTF
P1248,13,11,4,CPU-bound,0,1,0,1,0,1,FCFS
P1249,6,9,6,CPU-bound,0,1,0,1,0,0,FCFS
P1250,16,9,1,CPU-bound,0,1,0,1,0,1,FCFS
P1251,13,1,6,IO-bound,1,0,1,0,0,1,SJF
P1252,9,20,10,IO-bound,0,1,1,0,1,0,Round Robin
P1253,5,14,5,IO-bound,0,1,1,0,0,0,FCFS
P1254,0,19,4,CPU-bound,0,1,0,1,0,0,SJF
P1255,2,8,8,IO-bound,0,1,1,0,1,0,Priority
P1256,12,7,5,IO-bound,0,1,1,0,0,1,Priority
P1257,14,15,5,IO-bound,0,1,1,0,0,1,Round Robin
P1258,8,18,7,IO-bound,0,1,1,0,1,0,Round Robin
P1259,17,10,6,IO-bound,0,1,1,0,0,1,Round Robin
P1260,11,2,6,IO-bound,1,0,1,0,0,1,Round Robin
P1261,19,17,1,CPU-bound,0,1,0,1,0,1,FCFS
P1262,12,10,7,IO-bound,0,1,1,0,1,1,Round Robin
P1263,12,1,1,IO-bound,1,0,1,0,0,1,SRTF
P1264,4,4,10,IO-bound,1,0,1,0,1,0,SJF
P1265,2,8,2,CPU-bound,0,1,0,1,0,0,FCFS
P1266,19,11,4,IO-bound,0,1,1,0,0,1,Priority
P1267,0,11,10,CPU-bound,0,1,0,1,1,0,Round Robin
P1268,6,8,5,IO-bound,0,1,1,0,0,0,Round Robin
P1269,9,3,6,IO-bound,1,0,1,0,0,0,FCFS
P1270,16,4,8,CPU-bound,1,0,0,1,1,1,Priority
P1271,11,11,1,IO-bound,0,1,1,0,0,1,Round Robin
P1272,11,13,2,CPU-bound,0,1,0,1,0,1,FCFS
P1273,8,7,10,CPU-bound,0,1,0,1,1,0,Round Robin
P1274,0,17,5,IO-bound,0,1,1,0,0,0,Round Robin
P1275,20,16,5,CPU-bound,0,1,0,1,0,1,FCFS
P1276,15,14,4,IO-bound,0,1,1,0,0,1,FCFS
P1277,2,18,2,CPU-bound,0,1,0,1,0,0,SJF
P1278,4,9,8,CPU-bound,0,1,0,1,1,0,SJF
P1279,0,1,4,IO-bound,1,0,1,0,0,0,SJF
P1280,19,19,8,CPU-bound,0,1,0,1,1,1,Priority
P1281,10,8,2,IO-bound,0,1,1,0,0,0,FCFS
P1282,2,20,8,IO-bound,0,1,1,0,1,0,Round Robin
P1283,5,17,6,IO-bound,0,1,1,0,0,0,FCFS
P1284,9,5,3,IO-bound,1,0,1,0,0,0,FCFS
P1285,3,19,6,CPU-bound,0,1,0,1,0,0,FCFS
P1286,16,13,5,CPU-bound,0,1,0,1,0,1,FCFS
P1287,6,8,4,IO-bound,0,1,1,0,0,0,Round Robin
P1288,20,7,8,IO-bound,0,1,1,0,1,1,Priority
P1289,0,8,7,CPU-bound,0,1,0,1,1,0,FCFS
P1290,17,1,5,CPU-bound,1,0,0,1,0,1,SJF
P1291,8,3,10,CPU-bound,1,0,0,1,1,0,Priority
P1292,4,1,5,CPU-bound,1,0,0,1,0,0,FCFS
P1293,5,17,9,CPU-bound,0,1,0,1,1,0,Priority
P1294,16,20,7,IO-bound,0,1,1,0,1,1,FCFS
P1295,8,10,4,CPU-bound,0,1,0,1,0,0,Round Robin
P1296,13,17,9,IO-bound,0,1,1,0,1,1,Priority
P1297,11,17,6,CPU-bound,0,1,0,1,0,1,FCFS
P1298,3,3,9,IO-bound,1,0,1,0,1,0,Round Robin
P1299,14,5,5,IO-bound,1,0,1,0,0,1,SRTF
P1300,17,10,8,CPU-bound,0,1,0,1,1,1,Round Robin
P1301,8,6,2,CPU-bound,0,1,0,1,0,0,FCFS
P1302,17,1,4,CPU-bound,1,0,0,1,0,1,SRTF
P1303,4,15,5,CPU-bound,0,1,0,1,0,0,Round Robin
P1304,0,3,6,IO-bound,1,0,1,0,0,0,SJF
P1305,14,13,6,CPU-bound,0,1,0,1,0,1,Round Robin
P1306,3,20,9,CPU-bound,0,1,0,1,1,0,Priority
P1307,11,16,6,IO-bound,0,1,1,0,0,1,Round Robin
P1308,6,11,9,IO-bound,0,1,1,0,1,0,Priority
P1309,9,15,3,IO-bound,0,1,1,0,0,0,FCFS
P1310,4,6,9,IO-bound,0,1,1,0,1,0,SJF
P1311,20,20,3,IO-bound,0,1,1,0,0,1,FCFS
P1312,13,18,1,CPU-bound,0,1,0,1,0,1,SJF
P1313,11,19,6,CPU-bound,0,1,0,1,0,1,FCFS
P1314,4,12,10,CPU-bound,0,1,0,1,1,0,Priority
P1315,4,19,8,IO-bound,0,1,1,0,1,0,Priority
P1316,13,12,8,IO-bound,0,1,1,0,1,1,Priority
P1317,13,17,9,CPU-bound,0,1,0,1,1,1,SJF
P1318,5,13,10,CPU-bound,0,1,0,1,1,0,Priority
P1319,19,16,1,CPU-bound,0,1,0,1,0,1,Round Robin
P1320,17,3,2,IO-bound,1,0,1,0,0,1,SRTF
P1321,5,13,3,IO-bound,0,1,1,0,0,0,Round Robin
P1322,3,10,5,CPU-bound,0,1,0,1,0,0,FCFS
P1323,18,3,3,CPU-bound,1,0,0,1,0,1,SJF
P1324,8,11,10,CPU-bound,0,1,0,1,1,0,Priority
P1325,5,17,10,CPU-bound,0,1,0,1,1,0,Priority
P1326,3,20,10,CPU-bound,0,1,0,1,1,0,Priority
P1327,17,2,2,IO-bound,1,0,1,0,0,1,SRTF
P1328,13,8,9,CPU-bound,0,1,0,1,1,1,Priority
P1329,0,20,8,IO-bound,0,1,1,0,1,0,SJF
P1330,0,11,5,IO-bound,0,1,1,0,0,0,Round Robin
P1331,4,1,7,CPU-bound,1,0,0,1,1,0,SJF
P1332,3,6,10,IO-bound,0,1,1,0,1,0,Priority
P1333,18,14,1,CPU-bound,0,1,0,1,0,1,FCFS
P1334,4,4,3,IO-bound,1,0,1,0,0,0,SJF
P1335,10,15,5,IO-bound,0,1,1,0,0,0,Round Robin
P1336,9,17,3,CPU-bound,0,1,0,1,0,0,FCFS
P1337,7,20,4,CPU-bound,0,1,0,1,0,0,FCFS
P1338,8,9,6,IO-bound,0,1,1,0,0,0,FCFS
P1339,10,5,1,IO-bound,1,0,1,0,0,0,FCFS
P1340,15,15,5,IO-bound,0,1,1,0,0,1,FCFS
P1341,15,11,5,CPU-bound,0,1,0,1,0,1,SJF
P1342,12,1,8,CPU-bound,1,0,0,1,1,1,Priority
P1343,16,17,9,CPU-bound,0,1,0,1,1,1,Round Robin
P1344,19,20,4,CPU-bound,0,1,0,1,0,1,FCFS
P1345,19,1,4,CPU-bound,1,0,0,1,0,1,SJF
P1346,17,20,10,CPU-bound,0,1,0,1,1,1,Round Robin
P1347,14,1,3,CPU-bound,1,0,0,1,0,1,SRTF
P1348,11,19,3,IO-bound,0,1,1,0,0,1,Round Robin
P1349,18,12,1,CPU-bound,0,1,0,1,0,1,Round Robin
P1350,6,14,4,CPU-bound,0,1,0,1,0,0,FCFS
P1351,3,8,3,IO-bound,0,1,1,0,0,0,Round Robin
P1352,5,7,1,IO-bound,0,1,1,0,0,0,FCFS
P1353,13,6,6,CPU-bound,0,1,0,1,0,1,FCFS
P1354,7,8,10,CPU-bound,0,1,0,1,1,0,SJF
P1355,14,5,10,CPU-bound,1,0,0,1,1,1,SJF
P1356,19,12,9,IO-bound,0,1,1,0,1,1,Priority
P1357,2,18,6,IO-bound,0,1,1,0,0,0,FCFS
P1358,6,15,6,CPU-bound,0,1,0,1,0,0,FCFS
P1359,20,6,5,CPU-bound,0,1,0,1,0,1,Round Robin
P1360,12,5,1,IO-bound,1,0,1,0,0,1,SJF
P1361,8,10,10,IO-bound,0,1,1,0,1,0,Priority
P1362,19,6,10,IO-bound,0,1,1,0,1,1,Priority
P1363,17,20,1,IO-bound,0,1,1,0,0,1,Round Robin
P1364,18,7,2,IO-bound,0,1,1,0,0,1,Round Robin
P1365,1,1,1,CPU-bound,1,0,0,1,0,0,FCFS
P1366,3,12,5,CPU-bound,0,1,0,1,0,0,SJF
P1367,16,17,7,CPU-bound,0,1,0,1,1,1,FCFS
P1368,13,2,9,IO-bound,1,0,1,0,1,1,Round Robin
P1369,3,2,5,IO-bound,1,0,1,0,0,0,Round Robin
P1370,4,6,1,CPU-bound,0,1,0,1,0,0,FCFS
P1371,14,4,1,CPU-bound,1,0,0,1,0,1,SRTF
P1372,11,19,1,IO-bound,0,1,1,0,0,1,FCFS
P1373,13,12,10,IO-bound,0,1,1,0,1,1,Priority
P1374,3,13,4,IO-bound,0,1,1,0,0,0,FCFS
P1375,14,3,10,IO-bound,1,0,1,0,1,1,Round Robin
P1376,6,5,8,IO-bound,1,0,1,0,1,0,Round Robin
P1377,2,19,4,IO-bound,0,1,1,0,0,0,FCFS
P1378,16,19,4,IO-bound,0,1,1,0,0,1,Round Robin
P1379,11,16,4,IO-bound,0,1,1,0,0,1,Round Robin
P1380,4,9,2,IO-bound,0,1,1,0,0,0,Round Robin
P1381,17,15,5,CPU-bound,0,1,0,1,0,1,SJF
P1382,1,8,7,CPU-bound,0,1,0,1,1,0,FCFS
P1383,5,8,2,IO-bound,0,1,1,0,0,0,Round Robin
P1384,20,16,3,IO-bound,0,1,1,0,0,1,Round Robin
P1385,2,3,8,CPU-bound,1,0,0,1,1,0,Round Robin
P1386,15,18,1,IO-bound,0,1,1,0,0,1,Priority
P1387,20,15,8,CPU-bound,0,1,0,1,1,1,Priority
P1388,16,15,4,IO-bound,0,1,1,0,0,1,Round Robin
P1389,14,8,4,IO-bound,0,1,1,0,0,1,Round Robin
P1390,18,15,4,IO-bound,0,1,1,0,0,1,Round Robin
P1391,0,12,3,CPU-bound,0,1,0,1,0,0,FCFS
P1392,6,19,9,CPU-bound,0,1,0,1,1,0,SJF
P1393,18,14,7,CPU-bound,0,1,0,1,1,1,FCFS
P1394,12,2,10,IO-bound,1,0,1,0,1,1,Round Robin
P1395,12,9,1,IO-bound,0,1,1,0,0,1,Round Robin
P1396,0,14,6,CPU-bound,0,1,0,1,0,0,FCFS
P1397,14,3,4,IO-bound,1,0,1,0,0,1,Round Robin
P1398,7,17,2,CPU-bound,0,1,0,1,0,0,FCFS
P1399,5,18,6,CPU-bound,0,1,0,1,0,0,Round Robin
P1400,3,2,1,IO-bound,1,0,1,0,0,0,SJF
P1401,13,4,10,IO-bound,1,0,1,0,1,1,Priority
P1402,18,8,2,IO-bound,0,1,1,0,0,1,FCFS
P1403,6,4,4,CPU-bound,1,0,0,1,0,0,SJF
P1404,10,5,8,IO-bound,1,0,1,0,1,0,Priority
P1405,0,3,9,IO-bound,1,0,1,0,1,0,SJF
P1406,20,1,4,IO-bound,1,0,1,0,0,1,SRTF
P1407,20,4,10,IO-bound,1,0,1,0,1,1,Priority
P1408,11,2,10,IO-bound,1,0,1,0,1,1,Priority
P1409,20,6,3,IO-bound,0,1,1,0,0,1,FCFS
P1410,4,3,7,CPU-bound,1,0,0,1,1,0,SJF
P1411,7,3,3,IO-bound,1,0,1,0,0,0,SJF
P1412,7,6,7,IO-bound,0,1,1,0,1,0,FCFS
P1413,0,5,3,CPU-bound,1,0,0,1,0,0,SJF
P1414,8,14,7,IO-bound,0,1,1,0,1,0,Round Robin
P1415,7,7,9,IO-bound,0,1,1,0,1,0,Priority
P1416,9,6,6,CPU-bound,0,1,0,1,0,0,FCFS
P1417,14,18,2,IO-bound,0,1,1,0,0,1,FCFS
P1418,5,3,10,IO-bound,1,0,1,0,1,0,Priority
P1419,16,6,6,CPU-bound,0,1,0,1,0,1,Round Robin
P1420,17,7,8,IO-bound,0,1,1,0,1,1,Round Robin
P1421,18,1,9,IO-bound,1,0,1,0,1,1,Priority
P1422,10,18,10,CPU-bound,0,1,0,1,1,0,Priority
P1423,7,13,7,IO-bound,0,1,1,0,1,0,Round Robin
P1424,0,20,9,IO-bound,0,1,1,0,1,0,Round Robin
P1425,14,6,8,IO-bound,0,1,1,0,1,1,SJF
P1426,18,7,9,CPU-bound,0,1,0,1,1,1,Round Robin
P1427,5,3,5,CPU-bound,1,0,0,1,0,0,SJF
P1428,8,16,6,IO-bound,0,1,1,0,0,0,Round Robin
P1429,6,1,3,IO-bound,1,0,1,0,0,0,SJF
P1430,3,3,4,CPU-bound,1,0,0,1,0,0,SJF
P1431,10,15,5,CPU-bound,0,1,0,1,0,0,FCFS
P1432,1,20,3,IO-bound,0,1,1,0,0,0,Round Robin
P1433,17,17,3,CPU-bound,0,1,0,1,0,1,FCFS
P1434,0,11,5,IO-bound,0,1,1,0,0,0,Round Robin
P1435,13,19,4,IO-bound,0,1,1,0,0,1,FCFS
P1436,4,14,4,CPU-bound,0,1,0,1,0,0,FCFS
P1437,10,8,4,IO-bound,0,1,1,0,0,0,Round Robin
P1438,0,7,6,CPU-bound,0,1,0,1,0,0,FCFS
P1439,6,5,10,IO-bound,1,0,1,0,1,0,Priority
P1440,1,10,7,CPU-bound,0,1,0,1,1,0,SJF
P1441,17,19,2,CPU-bound,0,1,0,1,0,1,FCFS
P1442,11,4,3,CPU-bound,1,0,0,1,0,1,SRTF
P1443,9,16,7,IO-bound,0,1,1,0,1,0,Round Robin
P1444,19,7,5,IO-bound,0,1,1,0,0,1,FCFS
P1445,14,5,3,CPU-bound,1,0,0,1,0,1,SJF
P1446,0,14,8,IO-bound,0,1,1,0,1,0,Priority
P1447,2,7,2,CPU-bound,0,1,0,1,0,0,Round Robin
P1448,14,3,6,CPU-bound,1,0,0,1,0,1,SJF
P1449,13,20,1,IO-bound,0,1,1,0,0,1,Priority
P1450,6,10,9,CPU-bound,0,1,0,1,1,0,Round Robin
P1451,20,1,5,IO-bound,1,0,1,0,0,1,SRTF
P1452,4,15,10,IO-bound,0,1,1,0,1,0,Round Robin
P1453,9,13,3,CPU-bound,0,1,0,1,0,0,FCFS
P1454,10,2,4,CPU-bound,1,0,0,1,0,0,FCFS
P1455,12,19,10,CPU-bound,0,1,0,1,1,1,Round Robin
P1456,17,17,6,IO-bound,0,1,1,0,0,1,Priority
P1457,16,2,9,CPU-bound,1,0,0,1,1,1,Priority
P1458,0,7,8,IO-bound,0,1,1,0,1,0,SJF
P1459,17,20,8,CPU-bound,0,1,0,1,1,1,Priority
P1460,3,2,2,CPU-bound,1,0,0,1,0,0,FCFS
P1461,14,10,1,IO-bound,0,1,1,0,0,1,Round Robin
P1462,1,7,5,IO-bound,0,1,1,0,0,0,FCFS
P1463,1,17,3,IO-bound,0,1,1,0,0,0,Round Robin
P1464,5,16,6,IO-bound,0,1,1,0,0,0,Round Robin
P1465,2,2,2,IO-bound,1,0,1,0,0,0,SJF
P1466,6,18,5,IO-bound,0,1,1,0,0,0,FCFS
P1467,15,7,6,CPU-bound,0,1,0,1,0,1,Round Robin
P1468,4,13,6,CPU-bound,0,1,0,1,0,0,FCFS
P1469,5,6,1,IO-bound,0,1,1,0,0,0,FCFS
P1470,6,11,9,CPU-bound,0,1,0,1,1,0,Priority
P1471,2,3,7,IO-bound,1,0,1,0,1,0,FCFS
P1472,6,17,5,IO-bound,0,1,1,0,0,0,Round Robin
P1473,6,9,8,CPU-bound,0,1,0,1,1,0,Priority
P1474,6,18,1,CPU-bound,0,1,0,1,0,0,FCFS
P1475,18,12,3,IO-bound,0,1,1,0,0,1,Round Robin
P1476,5,12,4,CPU-bound,0,1,0,1,0,0,FCFS
P1477,12,15,3,IO-bound,0,1,1,0,0,1,FCFS
P1478,4,4,7,IO-bound,1,0,1,0,1,0,SJF
P1479,20,6,4,IO-bound,0,1,1,0,0,1,Priority
P1480,18,11,6,CPU-bound,0,1,0,1,0,1,FCFS
P1481,5,15,7,CPU-bound,0,1,0,1,1,0,FCFS
P1482,15,3,5,IO-bound,1,0,1,0,0,1,SRTF
P1483,20,12,5,CPU-bound,0,1,0,1,0,1,FCFS
P1484,20,15,2,IO-bound,0,1,1,0,0,1,FCFS
P1485,19,19,9,IO-bound,0,1,1,0,1,1,Priority
P1486,1,17,7,IO-bound,0,1,1,0,1,0,Priority
P1487,3,7,4,CPU-bound,0,1,0,1,0,0,FCFS
P1488,2,12,6,IO-bound,0,1,1,0,0,0,Round Robin
P1489,6,8,1,IO-bound,0,1,1,0,0,0,FCFS
P1490,20,5,5,CPU-bound,1,0,0,1,0,1,SRTF
P1491,8,7,5,CPU-bound,0,1,0,1,0,0,Round Robin
P1492,5,16,1,IO-bound,0,1,1,0,0,0,FCFS
P1493,15,19,2,IO-bound,0,1,1,0,0,1,Round Robin
P1494,0,10,6,IO-bound,0,1,1,0,0,0,Round Robin
P1495,2,13,4,IO-bound,0,1,1,0,0,0,FCFS
P1496,8,9,2,IO-bound,0,1,1,0,0,0,Round Robin
P1497,3,4,6,IO-bound,1,0,1,0,0,0,FCFS
P1498,0,15,7,CPU-bound,0,1,0,1,1,0,Round Robin
P1499,15,17,6,CPU-bound,0,1,0,1,0,1,FCFS
P1500,0,1,10,IO-bound,1,0,1,0,1,0,Round Robin
P1501,4,9,7,CPU-bound,0,1,0,1,1,0,Round Robin
P1502,18,8,5,IO-bound,0,1,1,0,0,1,Round Robin
P1503,19,16,6,CPU-bound,0,1,0,1,0,1,FCFS
P1504,0,13,3,CPU-bound,0,1,0,1,0,0,FCFS
P1505,10,13,2,IO-bound,0,1,1,0,0,0,Round Robin
P1506,9,11,2,CPU-bound,0,1,0,1,0,0,Round Robin
P1507,13,4,6,IO-bound,1,0,1,0,0,1,SRTF
P1508,14,6,7,IO-bound,0,1,1,0,1,1,Round Robin
P1509,10,18,1,IO-bound,0,1,1,0,0,0,Round Robin
P1510,9,17,8,IO-bound,0,1,1,0,1,0,Priority
P1511,12,9,9,IO-bound,0,1,1,0,1,1,Priority
P1512,20,15,3,CPU-bound,0,1,0,1,0,1,FCFS
P1513,12,7,5,IO-bound,0,1,1,0,0,1,FCFS
P1514,13,18,5,CPU-bound,0,1,0,1,0,1,Round Robin
P1515,14,15,10,CPU-bound,0,1,0,1,1,1,Priority
P1516,7,4,4,CPU-bound,1,0,0,1,0,0,FCFS
P1517,3,19,3,IO-bound,0,1,1,0,0,0,FCFS
P1518,15,11,6,IO-bound,0,1,1,0,0,1,Round Robin
P1519,10,3,3,CPU-bound,1,0,0,1,0,0,SJF
P1520,13,13,2,IO-bound,0,1,1,0,0,1,Round Robin
P1521,14,9,1,IO-bound,0,1,1,0,0,1,Round Robin
P1522,1,11,2,IO-bound,0,1,1,0,0,0,Priority
P1523,16,11,3,IO-bound,0,1,1,0,0,1,Round Robin
P1524,20,9,2,IO-bound,0,1,1,0,0,1,Priority
P1525,8,17,7,CPU-bound,0,1,0,1,1,0,FCFS
P1526,15,11,6,CPU-bound,0,1,0,1,0,1,Round Robin
P1527,6,16,8,CPU-bound,0,1,0,1,1,0,Priority
P1528,17,8,3,CPU-bound,0,1,0,1,0,1,FCFS
P1529,11,1,5,IO-bound,1,0,1,0,0,1,SRTF
P1530,10,5,9,CPU-bound,1,0,0,1,1,0,Priority
P1531,17,4,9,CPU-bound,1,0,0,1,1,1,Priority
P1532,11,15,3,CPU-bound,0,1,0,1,0,1,SJF
P1533,2,10,1,IO-bound,0,1,1,0,0,0,Round Robin
P1534,17,8,1,IO-bound,0,1,1,0,0,1,Priority
P1535,8,8,2,CPU-bound,0,1,0,1,0,0,SJF
P1536,3,13,2,CPU-bound,0,1,0,1,0,0,Round Robin
P1537,6,15,2,CPU-bound,0,1,0,1,0,0,FCFS
P1538,6,2,6,IO-bound,1,0,1,0,0,0,FCFS
P1539,2,13,8,IO-bound,0,1,1,0,1,0,Priority
P1540,6,3,10,IO-bound,1,0,1,0,1,0,Priority
P1541,6,14,2,CPU-bound,0,1,0,1,0,0,FCFS
P1542,9,3,10,CPU-bound,1,0,0,1,1,0,SJF
P1543,17,8,2,CPU-bound,0,1,0,1,0,1,Round Robin
P1544,19,10,8,CPU-bound,0,1,0,1,1,1,Round Robin
P1545,1,1,5,CPU-bound,1,0,0,1,0,0,SJF
P1546,11,2,3,IO-bound,1,0,1,0,0,1,SRTF
P1547,15,9,1,IO-bound,0,1,1,0,0,1,Round Robin
P1548,14,14,1,CPU-bound,0,1,0,1,0,1,FCFS
P1549,8,1,6,IO-bound,1,0,1,0,0,0,SJF
P1550,4,13,6,IO-bound,0,1,1,0,0,0,FCFS
P1551,11,13,5,IO-bound,0,1,1,0,0,1,Round Robin
P1552,5,5,2,CPU-bound,1,0,0,1,0,0,SJF
P1553,2,17,3,IO-bound,0,1,1,0,0,0,FCFS
P1554,16,8,5,CPU-bound,0,1,0,1,0,1,Round Robin
P1555,17,17,3,IO-bound,0,1,1,0,0,1,Priority
P1556,7,20,10,IO-bound,0,1,1,0,1,0,Priority
P1557,10,2,8,CPU-bound,1,0,0,1,1,0,SJF
P1558,15,7,1,CPU-bound,0,1,0,1,0,1,FCFS
P1559,10,7,6,CPU-bound,0,1,0,1,0,0,FCFS
P1560,10,1,3,IO-bound,1,0,1,0,0,0,FCFS
P1561,6,13,3,CPU-bound,0,1,0,1,0,0,FCFS
P1562,11,14,6,CPU-bound,0,1,0,1,0,1,FCFS
P1563,13,14,3,CPU-bound,0,1,0,1,0,1,FCFS
P1564,0,14,6,CPU-bound,0,1,0,1,0,0,FCFS
P1565,5,6,9,CPU-bound,0,1,0,1,1,0,Priority
P1566,10,8,4,CPU-bound,0,1,0,1,0,0,Round Robin
P1567,2,9,9,CPU-bound,0,1,0,1,1,0,Priority
P1568,1,15,9,IO-bound,0,1,1,0,1,0,Priority
P1569,6,17,4,IO-bound,0,1,1,0,0,0,Round Robin
P1570,14,6,2,IO-bound,0,1,1,0,0,1,Round Robin
P1571,12,14,10,CPU-bound,0,1,0,1,1,1,Priority
P1572,13,9,3,IO-bound,0,1,1,0,0,1,Round Robin
P1573,12,10,4,CPU-bound,0,1,0,1,0,1,Round Robin
P1574,11,7,3,CPU-bound,0,1,0,1,0,1,Round Robin
P1575,1,7,7,IO-bound,0,1,1,0,1,0,FCFS
P1576,15,13,4,IO-bound,0,1,1,0,0,1,FCFS
P1577,14,18,8,IO-bound,0,1,1,0,1,1,Priority
P1578,20,20,9,IO-bound,0,1,1,0,1,1,Priority
P1579,4,13,1,IO-bound,0,1,1,0,0,0,Round Robin
P1580,19,18,3,CPU-bound,0,1,0,1,0,1,FCFS
P1581,12,5,9,IO-bound,1,0,1,0,1,1,Priority
P1582,17,1,5,CPU-bound,1,0,0,1,0,1,SRTF
P1583,18,4,9,IO-bound,1,0,1,0,1,1,Round Robin
P1584,6,1,1,IO-bound,1,0,1,0,0,0,FCFS
P1585,18,20,5,CPU-bound,0,1,0,1,0,1,Round Robin
P1586,3,2,6,CPU-bound,1,0,0,1,0,0,SJF
P1587,5,9,8,CPU-bound,0,1,0,1,1,0,Priority
P1588,12,9,4,CPU-bound,0,1,0,1,0,1,FCFS
P1589,1,20,5,CPU-bound,0,1,0,1,0,0,Round Robin
P1590,19,13,3,CPU-bound,0,1,0,1,0,1,FCFS
P1591,5,10,9,CPU-bound,0,1,0,1,1,0,Priority
P1592,10,8,4,IO-bound,0,1,1,0,0,0,Round Robin
P1593,19,10,10,IO-bound,0,1,1,0,1,1,Priority
P1594,17,1,2,CPU-bound,1,0,0,1,0,1,SRTF
P1595,4,2,6,CPU-bound,1,0,0,1,0,0,FCFS
P1596,7,13,5,IO-bound,0,1,1,0,0,0,FCFS
P1597,10,13,6,CPU-bound,0,1,0,1,0,0,FCFS
P1598,13,2,5,IO-bound,1,0,1,0,0,1,SRTF
P1599,6,10,3,CPU-bound,0,1,0,1,0,0,Round Robin
P1600,15,19,2,CPU-bound,0,1,0,1,0,1,Round Robin
P1601,0,14,2,CPU-bound,0,1,0,1,0,0,FCFS
P1602,8,10,5,IO-bound,0,1,1,0,0,0,Round Robin
P1603,16,12,6,CPU-bound,0,1,0,1,0,1,FCFS
P1604,8,17,8,CPU-bound,0,1,0,1,1,0,Priority
P1605,13,18,6,IO-bound,0,1,1,0,0,1,Round Robin
P1606,17,3,4,IO-bound,1,0,1,0,0,1,SRTF
P1607,19,12,4,CPU-bound,0,1,0,1,0,1,Round Robin
P1608,15,9,8,CPU-bound,0,1,0,1,1,1,Priority
P1609,0,9,4,CPU-bound,0,1,0,1,0,0,Round Robin
P1610,18,6,3,CPU-bound,0,1,0,1,0,1,FCFS
P1611,1,13,1,IO-bound,0,1,1,0,0,0,Round Robin
P1612,12,18,9,CPU-bound,0,1,0,1,1,1,Round Robin
P1613,8,2,3,IO-bound,1,0,1,0,0,0,SJF
P1614,19,1,10,CPU-bound,1,0,0,1,1,1,Priority
P1615,14,9,3,IO-bound,0,1,1,0,0,1,Round Robin
P1616,2,16,10,IO-bound,0,1,1,0,1,0,Priority
P1617,14,7,3,CPU-bound,0,1,0,1,0,1,FCFS
P1618,1,5,2,IO-bound,1,0,1,0,0,0,FCFS
P1619,4,9,3,IO-bound,0,1,1,0,0,0,Round Robin
P1620,0,4,9,CPU-bound,1,0,0,1,1,0,SJF
P1621,8,11,6,IO-bound,0,1,1,0,0,0,Round Robin
P1622,20,7,6,IO-bound,0,1,1,0,0,1,Priority
P1623,9,6,1,CPU-bound,0,1,0,1,0,0,Round Robin
P1624,9,17,9,CPU-bound,0,1,0,1,1,0,Priority
P1625,14,15,10,CPU-bound,0,1,0,1,1,1,Priority
P1626,4,4,6,CPU-bound,1,0,0,1,0,0,SJF
P1627,13,4,1,IO-bound,1,0,1,0,0,1,Round Robin
P1628,0,12,9,IO-bound,0,1,1,0,1,0,Priority
P1629,19,16,2,CPU-bound,0,1,0,1,0,1,Round Robin
P1630,19,11,10,IO-bound,0,1,1,0,1,1,SJF
P1631,8,6,6,IO-bound,0,1,1,0,0,0,Round Robin
P1632,1,13,8,CPU-bound,0,1,0,1,1,0,Priority
P1633,15,7,2,CPU-bound,0,1,0,1,0,1,FCFS
P1634,11,3,1,IO-bound,1,0,1,0,0,1,SRTF
P1635,5,16,10,IO-bound,0,1,1,0,1,0,Round Robin
P1636,12,10,9,IO-bound,0,1,1,0,1,1,Priority
P1637,9,1,6,IO-bound,1,0,1,0,0,0,SJF
P1638,6,17,6,IO-bound,0,1,1,0,0,0,FCFS
P1639,0,1,7,IO-bound,1,0,1,0,1,0,Round Robin
P1640,4,20,9,CPU-bound,0,1,0,1,1,0,Priority
P1641,15,20,8,CPU-bound,0,1,0,1,1,1,Priority
P1642,20,15,3,IO-bound,0,1,1,0,0,1,Round Robin
P1643,8,17,6,IO-bound,0,1,1,0,0,0,Priority
P1644,7,15,7,IO-bound,0,1,1,0,1,0,FCFS
P1645,15,11,2,CPU-bound,0,1,0,1,0,1,Round Robin
P1646,3,9,10,IO-bound,0,1,1,0,1,0,Priority
P1647,15,19,7,CPU-bound,0,1,0,1,1,1,Round Robin
P1648,6,9,10,CPU-bound,0,1,0,1,1,0,Priority
P1649,4,10,10,CPU-bound,0,1,0,1,1,0,Round Robin
P1650,15,4,7,IO-bound,1,0,1,0,1,1,SRTF
P1651,17,10,3,IO-bound,0,1,1,0,0,1,FCFS
P1652,0,4,6,IO-bound,1,0,1,0,0,0,SJF
P1653,10,18,4,IO-bound,0,1,1,0,0,0,Round Robin
P1654,10,9,6,CPU-bound,0,1,0,1,0,0,SJF
P1655,1,3,10,IO-bound,1,0,1,0,1,0,Priority
P1656,2,18,2,IO-bound,0,1,1,0,0,0,FCFS
