num_processes,mean_burst,std_burst,max_burst,min_burst,arrival_spread,mean_priority,priority_var,pct_io_bound,pct_cpu_bound,best_algorithm
19,11.526315789473685,5.888154219346105,20,1,19,5.421052631578948,10.138504155124654,0.3684210526315789,0.631578947368421,Priority
8,13.625,4.580870550452174,18,5,15,5.5,10.25,0.375,0.625,SRTF
17,11.235294117647058,5.714063268038067,19,2,20,5.529411764705882,7.072664359861591,0.47058823529411764,0.5294117647058824,Priority
3,11.666666666666666,4.189935029992179,16,6,12,2.6666666666666665,2.8888888888888893,0.6666666666666666,0.33333333333333337,Round Robin
6,11.333333333333334,3.3499585403736303,15,6,17,6.0,8.666666666666666,0.5,0.5,FCFS
19,8.894736842105264,5.524059689853442,18,1,19,5.526315789473684,9.933518005540165,0.42105263157894735,0.5789473684210527,Priority
11,11.636363636363637,4.205466729534683,17,2,19,6.181818181818182,7.421487603305784,0.36363636363636365,0.6363636363636364,Priority
14,8.857142857142858,4.882287854467161,17,2,15,4.642857142857143,8.51530612244898,0.5,0.5,Round Robin
11,11.363636363636363,5.481750338793213,20,2,19,4.909090909090909,6.6280991735537205,0.45454545454545453,0.5454545454545454,SJF
6,5.0,3.8297084310253524,12,1,18,4.0,4.666666666666667,0.5,0.5,FCFS
3,12.0,3.559026084010437,15,7,15,3.3333333333333335,0.8888888888888888,0.0,1.0,FCFS
17,8.294117647058824,5.409846207255726,19,1,16,6.0588235294117645,9.114186851211073,0.5882352941176471,0.4117647058823529,Round Robin
6,9.666666666666666,4.714045207910317,16,3,15,6.166666666666667,5.138888888888889,0.5,0.5,Round Robin
15,11.333333333333334,5.605552802554109,19,2,16,6.866666666666666,3.848888888888889,0.5333333333333333,0.4666666666666667,Priority
10,10.8,5.287721626560915,20,4,20,5.0,7.2,0.5,0.5,Round Robin
11,9.727272727272727,6.239039977008542,20,1,18,6.2727272727272725,7.834710743801652,0.7272727272727273,0.2727272727272727,Round Robin
15,10.133333333333333,6.075817274701039,20,1,19,5.866666666666666,9.18222222222222,0.6666666666666666,0.33333333333333337,Round Robin
5,14.8,2.4,18,12,17,6.8,5.36,0.8,0.19999999999999996,Round Robin
19,9.842105263157896,6.234565429457199,20,1,19,6.157894736842105,11.606648199445981,0.631578947368421,0.368421052631579,Round Robin
4,10.25,4.710360920354193,18,6,8,5.75,10.1875,0.5,0.5,Round Robin
19,11.736842105263158,4.493762990765592,20,4,20,4.7894736842105265,8.060941828254848,0.42105263157894735,0.5789473684210527,Round Robin
16,10.75,5.238081709939241,18,2,19,4.6875,9.21484375,0.4375,0.5625,SJF
20,11.55,5.074199444247339,20,2,19,5.35,6.527500000000001,0.55,0.44999999999999996,Round Robin
12,11.916666666666666,5.468978169843269,19,2,18,6.583333333333333,7.409722222222222,0.4166666666666667,0.5833333333333333,Priority
5,6.0,5.176871642217914,14,1,12,5.0,11.6,0.6,0.4,FCFS
8,5.875,4.78114787472632,16,1,14,5.25,6.6875,0.25,0.75,Priority
14,10.285714285714286,6.374374719235173,20,1,20,4.928571428571429,6.9234693877551035,0.5714285714285714,0.4285714285714286,Round Robin
3,12.333333333333334,1.247219128924647,14,11,13,8.0,2.6666666666666665,0.3333333333333333,0.6666666666666667,FCFS
14,10.142857142857142,6.254794079711324,20,2,20,5.214285714285714,8.739795918367347,0.5714285714285714,0.4285714285714286,Round Robin
4,14.75,5.80409338312195,20,5,15,7.0,6.5,0.5,0.5,Round Robin
18,10.38888888888889,5.716825934505273,19,1,19,6.0,6.111111111111111,0.5555555555555556,0.4444444444444444,Round Robin
15,7.6,5.607138307550475,20,1,19,5.733333333333333,8.862222222222224,0.5333333333333333,0.4666666666666667,FCFS
14,10.785714285714286,4.394453832934864,19,5,20,7.357142857142857,5.086734693877551,0.7857142857142857,0.2142857142857143,Round Robin
9,11.444444444444445,6.635110500814941,20,1,19,5.222222222222222,9.728395061728396,0.5555555555555556,0.4444444444444444,FCFS
12,12.25,5.230121094837735,20,3,20,6.916666666666667,8.743055555555555,0.4166666666666667,0.5833333333333333,Round Robin
17,11.411764705882353,5.303260079804539,19,2,18,5.176470588235294,6.1453287197231825,0.5882352941176471,0.4117647058823529,Priority
19,12.842105263157896,5.254202908096145,20,5,18,5.421052631578948,8.138504155124656,0.3157894736842105,0.6842105263157895,Round Robin
20,10.7,5.450688029964658,20,1,20,5.65,9.3275,0.4,0.6,Priority
17,10.941176470588236,5.6928292173812745,19,2,20,5.294117647058823,7.501730103806229,0.47058823529411764,0.5294117647058824,Priority
16,9.5625,6.304450313072505,19,1,20,4.875,7.234375,0.5,0.5,Priority
15,7.866666666666666,5.149325737954005,16,1,16,6.533333333333333,5.84888888888889,0.5333333333333333,0.4666666666666667,FCFS
10,11.0,5.079370039680118,20,2,18,5.4,5.4399999999999995,0.4,0.6,Priority
12,10.583333333333334,4.172495922373349,17,1,18,4.916666666666667,8.743055555555555,0.25,0.75,FCFS
4,3.75,0.82915619758885,5,3,17,7.75,1.1875,0.25,0.75,FCFS
19,11.736842105263158,5.856549237825057,20,2,14,5.842105263157895,7.0803324099723,0.631578947368421,0.368421052631579,Round Robin
16,12.0,4.636809247747852,20,3,20,5.9375,10.18359375,0.375,0.625,Priority
4,5.25,3.960744879438715,12,2,16,3.25,1.1875,0.5,0.5,Round Robin
19,10.473684210526315,5.06139590744055,19,1,20,5.2631578947368425,7.351800554016622,0.47368421052631576,0.5263157894736843,Priority
4,15.5,4.387482193696061,19,8,12,8.5,1.25,0.75,0.25,Round Robin
10,6.4,4.715930449020639,19,2,19,6.0,7.0,0.6,0.4,Round Robin
10,15.3,4.495553358597805,19,6,17,6.7,9.21,0.6,0.4,Round Robin
16,10.5625,6.204522040415362,20,1,15,6.8125,5.77734375,0.5,0.5,Round Robin
20,11.75,5.097793640389929,18,1,20,6.25,11.9875,0.35,0.65,Round Robin
14,10.071428571428571,6.616691941211859,20,2,14,5.785714285714286,9.168367346938775,0.5714285714285714,0.4285714285714286,FCFS
18,11.5,5.273097339852125,19,2,16,5.777777777777778,7.395061728395062,0.6111111111111112,0.38888888888888884,Round Robin
16,11.5625,4.949352861738593,19,2,18,5.125,8.484375,0.4375,0.5625,Priority
3,10.666666666666666,5.792715732327589,17,3,12,6.333333333333333,0.22222222222222224,0.6666666666666666,0.33333333333333337,FCFS
4,15.25,3.418698582794336,20,12,12,5.25,14.6875,0.5,0.5,Round Robin
15,10.333333333333334,4.5117131508503014,17,4,20,5.4,7.706666666666666,0.4,0.6,SRTF
6,14.5,6.075908711186061,20,2,10,5.5,3.5833333333333335,0.5,0.5,Round Robin
15,11.133333333333333,5.66705880996091,19,1,19,6.666666666666667,8.622222222222224,0.5333333333333333,0.4666666666666667,Priority
9,8.555555555555555,6.057339186861783,20,1,16,7.555555555555555,3.5802469135802477,0.4444444444444444,0.5555555555555556,SRTF
18,9.166666666666666,5.449260908090605,20,1,18,5.666666666666667,8.000000000000002,0.6111111111111112,0.38888888888888884,Round Robin
18,9.333333333333334,4.784233364802441,18,2,20,5.833333333333333,7.138888888888889,0.4444444444444444,0.5555555555555556,Priority
7,11.0,4.898979485566356,17,1,20,6.714285714285714,2.4897959183673466,0.5714285714285714,0.4285714285714286,FCFS
9,8.777777777777779,4.0490815907307995,17,3,20,4.111111111111111,7.209876543209877,0.6666666666666666,0.33333333333333337,FCFS
17,8.294117647058824,5.474698013507261,18,1,18,7.235294117647059,3.944636678200692,0.6470588235294118,0.3529411764705882,Round Robin
9,11.333333333333334,5.773502691896258,19,2,16,4.888888888888889,7.432098765432098,0.7777777777777778,0.2222222222222222,Priority
7,11.714285714285714,5.94532915619566,18,1,16,6.857142857142857,4.6938775510204085,0.5714285714285714,0.4285714285714286,Round Robin
20,11.85,5.169864601708637,20,1,20,5.5,7.25,0.65,0.35,Round Robin
10,11.9,3.9102429592034307,16,2,20,4.2,7.760000000000001,0.3,0.7,FCFS
15,10.8,5.81033561853358,20,4,20,4.933333333333334,6.995555555555556,0.4,0.6,SRTF
8,6.75,4.054318685056714,14,1,13,5.25,3.1875,0.625,0.375,Round Robin
6,7.0,3.958114029012639,12,1,9,3.1666666666666665,2.8055555555555554,0.3333333333333333,0.6666666666666667,Round Robin
11,6.818181818181818,4.468438446343457,17,1,17,5.7272727272727275,6.743801652892563,0.2727272727272727,0.7272727272727273,Priority
14,9.285714285714286,6.040678431961707,20,1,20,4.5,7.535714285714286,0.5714285714285714,0.4285714285714286,Round Robin
18,12.555555555555555,5.823536747279404,20,2,20,5.888888888888889,11.098765432098766,0.3333333333333333,0.6666666666666667,SRTF
10,10.3,5.348831648126533,20,3,18,5.7,10.81,0.4,0.6,Priority
5,8.4,6.216108107168021,19,3,14,5.0,0.4,0.8,0.19999999999999996,Round Robin
13,8.846153846153847,5.749195981863013,20,3,20,3.769230769230769,6.6390532544378695,0.46153846153846156,0.5384615384615384,SJF
3,9.666666666666666,4.109609335312651,15,5,16,4.0,4.666666666666667,0.6666666666666666,0.33333333333333337,Round Robin
13,11.153846153846153,5.789196222223625,19,2,17,6.230769230769231,8.485207100591715,0.6923076923076923,0.3076923076923077,Round Robin
9,11.666666666666666,5.120763831912406,18,5,20,5.111111111111111,7.876543209876543,0.5555555555555556,0.4444444444444444,Round Robin
19,10.631578947368421,6.30964613500872,19,1,20,6.421052631578948,5.296398891966758,0.6842105263157895,0.3157894736842105,Round Robin
16,8.6875,3.53055856062465,14,3,20,6.0,9.0,0.6875,0.3125,Round Robin
7,8.571428571428571,5.627918743883488,17,2,14,6.571428571428571,4.816326530612245,0.5714285714285714,0.4285714285714286,Round Robin
18,9.833333333333334,4.536885862938733,17,1,19,5.888888888888889,8.543209876543209,0.5,0.5,Round Robin
18,12.333333333333334,6.137317546507323,20,1,20,5.222222222222222,8.839506172839508,0.4444444444444444,0.5555555555555556,Priority
18,9.166666666666666,5.993051532121734,20,1,18,4.722222222222222,9.200617283950615,0.7222222222222222,0.2777777777777778,FCFS
4,10.5,5.722761571129799,18,2,13,6.25,8.6875,0.5,0.5,Round Robin
20,9.15,4.292726406376255,17,4,17,4.95,9.947500000000002,0.5,0.5,Round Robin
8,10.375,3.7728470681966426,15,4,14,5.75,6.6875,0.375,0.625,Priority
15,8.6,4.317406628984581,14,1,17,6.133333333333334,9.182222222222224,0.5333333333333333,0.4666666666666667,FCFS
6,12.666666666666666,5.312459150169742,19,4,10,3.1666666666666665,5.805555555555556,0.16666666666666666,0.8333333333333334,Round Robin
16,10.75,5.931905258852336,20,3,18,7.0,6.875,0.625,0.375,Priority
6,9.333333333333334,4.570436400267363,16,5,17,4.833333333333333,10.805555555555557,0.3333333333333333,0.6666666666666667,FCFS
13,8.384615384615385,6.427566372077041,19,2,20,6.923076923076923,9.763313609467456,0.6153846153846154,0.3846153846153846,Round Robin
7,10.0,5.631543812693436,18,2,20,4.571428571428571,6.530612244897959,0.5714285714285714,0.4285714285714286,Round Robin
13,10.23076923076923,6.374876724646358,20,1,17,6.538461538461538,7.325443786982249,0.5384615384615384,0.46153846153846156,Priority
18,8.222222222222221,6.223214206640198,20,1,15,5.722222222222222,9.200617283950617,0.4444444444444444,0.5555555555555556,Priority
18,9.833333333333334,5.198824653494074,19,2,20,5.888888888888889,7.876543209876543,0.3333333333333333,0.6666666666666667,Priority
9,11.0,5.637178175095921,19,4,16,6.555555555555555,9.80246913580247,0.2222222222222222,0.7777777777777778,Priority
10,10.6,5.2573757712379665,17,1,19,3.5,4.85,0.4,0.6,SRTF
11,11.090909090909092,4.870216449446863,19,2,19,5.0,8.0,0.6363636363636364,0.36363636363636365,FCFS
14,8.428571428571429,4.593695768803865,16,1,20,5.571428571428571,7.959183673469388,0.42857142857142855,0.5714285714285714,Priority
17,10.882352941176471,5.859957367252833,19,1,19,5.470588235294118,6.484429065743945,0.35294117647058826,0.6470588235294117,Priority
3,9.0,6.164414002968976,17,2,10,4.666666666666667,5.5555555555555545,0.3333333333333333,0.6666666666666667,SRTF
17,10.941176470588236,4.964231926080505,19,2,19,5.0588235294117645,6.878892733564014,0.5882352941176471,0.4117647058823529,Round Robin
19,10.526315789473685,5.403394849562358,20,1,18,5.368421052631579,9.495844875346261,0.47368421052631576,0.5263157894736843,Priority
18,6.277777777777778,4.604412805554104,18,1,19,5.555555555555555,6.469135802469136,0.5,0.5,Round Robin
13,10.0,5.349334969450372,19,4,16,4.3076923076923075,7.597633136094676,0.5384615384615384,0.46153846153846156,FCFS
9,9.0,4.136557881996952,16,3,16,6.222222222222222,11.506172839506172,0.6666666666666666,0.33333333333333337,Round Robin
17,8.941176470588236,5.795237276117794,20,1,19,5.0,6.705882352941177,0.29411764705882354,0.7058823529411764,SRTF
5,12.0,6.603029607687671,20,5,12,6.6,3.84,0.4,0.6,SRTF
9,9.88888888888889,6.488356142513971,20,2,16,4.555555555555555,6.691358024691358,0.6666666666666666,0.33333333333333337,FCFS
14,13.357142857142858,4.994384601832383,20,5,18,5.214285714285714,8.739795918367347,0.5,0.5,Round Robin
11,7.545454545454546,5.929335948771028,17,1,19,6.818181818181818,5.239669421487604,0.5454545454545454,0.4545454545454546,Round Robin
3,8.0,7.874007874011811,19,1,11,7.666666666666667,2.888888888888889,0.6666666666666666,0.33333333333333337,Round Robin
19,11.052631578947368,4.957436563922786,17,1,16,5.0,6.421052631578948,0.5263157894736842,0.4736842105263158,Round Robin
20,9.45,5.936960501805617,20,1,19,6.3,6.709999999999999,0.5,0.5,Round Robin
12,12.166666666666666,6.478597241858937,20,1,18,7.0,6.166666666666667,0.4166666666666667,0.5833333333333333,Priority
5,11.8,4.749736834815168,20,7,13,5.6,8.64,0.6,0.4,Round Robin
18,9.11111111111111,5.556666555577772,20,1,18,4.888888888888889,9.320987654320986,0.4444444444444444,0.5555555555555556,SJF
8,9.25,4.892596447695231,16,2,12,4.875,6.359375,0.625,0.375,Round Robin
7,8.0,5.451081150953975,18,2,16,5.142857142857143,6.122448979591836,0.7142857142857143,0.2857142857142857,Round Robin
17,12.764705882352942,5.363596376496408,20,3,19,6.235294117647059,4.768166089965398,0.5294117647058824,0.47058823529411764,Round Robin
14,12.428571428571429,6.298687910013887,19,2,17,5.571428571428571,7.959183673469388,0.5,0.5,Priority
10,11.3,6.9,20,1,16,4.4,9.84,0.2,0.8,SRTF
4,8.5,2.0615528128088303,11,6,12,6.0,8.5,0.0,1.0,Priority
16,9.9375,5.225762504171042,18,2,20,5.0,5.875,0.625,0.375,Round Robin
18,12.444444444444445,6.300107778815483,20,2,19,6.277777777777778,9.089506172839506,0.3888888888888889,0.6111111111111112,Priority
8,9.25,4.4651427748729375,16,4,12,5.625,7.234375,0.5,0.5,Round Robin
7,12.285714285714286,5.41728149310244,19,5,16,5.428571428571429,7.387755102040816,0.2857142857142857,0.7142857142857143,Priority
20,11.6,6.16765757804371,19,1,20,5.95,8.4475,0.55,0.44999999999999996,Round Robin
7,13.0,4.898979485566356,20,4,16,5.428571428571429,8.530612244897958,0.42857142857142855,0.5714285714285714,Priority
11,10.090909090909092,6.0970118680389875,20,1,19,5.909090909090909,10.991735537190085,0.2727272727272727,0.7272727272727273,Priority
17,10.823529411764707,5.731597602123196,20,1,20,4.588235294117647,8.71280276816609,0.5294117647058824,0.47058823529411764,Round Robin
5,10.0,7.974960814950754,20,2,14,7.2,4.959999999999999,0.8,0.19999999999999996,Round Robin
5,12.6,5.314132102234569,20,6,9,3.8,8.559999999999999,0.6,0.4,Round Robin
18,9.555555555555555,5.2516899102651,20,1,18,4.0,5.333333333333333,0.6111111111111112,0.38888888888888884,Priority
6,6.333333333333333,4.6785562825394,14,1,16,3.5,2.25,0.5,0.5,Round Robin
18,12.5,5.057996968497839,19,4,19,5.777777777777778,9.172839506172842,0.5,0.5,Round Robin
5,8.8,5.491812087098392,18,3,14,4.4,9.04,0.8,0.19999999999999996,Round Robin
11,5.090909090909091,4.294913385824624,15,1,19,6.454545454545454,8.793388429752065,0.45454545454545453,0.5454545454545454,Priority
6,10.166666666666666,5.4594464513864,18,3,5,6.333333333333333,6.222222222222221,0.3333333333333333,0.6666666666666667,Priority
16,8.4375,5.947360233750769,20,1,17,5.4375,7.99609375,0.375,0.625,Priority
4,6.0,4.949747468305833,14,1,8,4.25,5.1875,0.25,0.75,FCFS
8,10.25,3.7332961307670196,17,6,19,6.375,6.984375,0.75,0.25,Round Robin
17,11.470588235294118,5.6891811367648,20,2,19,6.117647058823529,5.162629757785466,0.35294117647058826,0.6470588235294117,SRTF
7,12.714285714285714,3.9538150008851565,20,8,18,6.285714285714286,3.9183673469387754,0.7142857142857143,0.2857142857142857,Round Robin
7,13.285714285714286,5.724989974146822,19,4,12,5.0,7.428571428571429,0.42857142857142855,0.5714285714285714,Priority
3,5.333333333333333,2.8674417556808756,9,2,12,4.0,4.666666666666667,0.6666666666666666,0.33333333333333337,Round Robin
14,12.857142857142858,5.026460595931194,20,3,19,6.571428571428571,10.530612244897958,0.5,0.5,Round Robin
7,8.0,5.631543812693436,18,1,17,5.714285714285714,8.204081632653061,0.5714285714285714,0.4285714285714286,Round Robin
18,13.61111111111111,5.992021444191795,20,1,19,4.5,5.138888888888889,0.5555555555555556,0.4444444444444444,Round Robin
19,11.578947368421053,5.470646930604752,19,2,18,5.157894736842105,10.554016620498615,0.42105263157894735,0.5789473684210527,Round Robin
10,12.6,5.407402333838309,20,2,17,5.0,2.8,0.5,0.5,Round Robin
12,8.75,5.818433351570392,19,1,18,6.416666666666667,11.576388888888891,0.6666666666666666,0.33333333333333337,Round Robin
16,13.875,5.194648688795037,20,5,20,5.75,4.3125,0.5,0.5,Round Robin
12,10.0,4.7784237289438165,18,1,19,6.5,8.916666666666666,0.5,0.5,FCFS
3,13.333333333333334,5.2493385826745405,18,6,13,4.333333333333333,6.888888888888888,0.0,1.0,SRTF
15,10.6,5.043808085167397,20,4,17,4.2,8.293333333333333,0.3333333333333333,0.6666666666666667,SRTF
16,8.75,5.662375826453062,17,1,18,5.3125,9.83984375,0.5,0.5,Round Robin
15,8.733333333333333,4.508756911709578,18,1,20,4.933333333333334,4.328888888888889,0.4666666666666667,0.5333333333333333,Round Robin
9,12.0,6.018490028422596,20,2,20,5.0,12.88888888888889,0.5555555555555556,0.4444444444444444,Round Robin
13,12.0,5.306019803378626,18,1,20,5.0,8.615384615384615,0.5384615384615384,0.46153846153846156,Round Robin
6,7.5,2.217355782608345,11,4,12,5.5,7.583333333333333,0.5,0.5,Priority
10,9.6,6.2960304954788775,19,1,19,5.8,8.56,0.5,0.5,Round Robin
19,11.526315789473685,4.783396954737585,20,2,18,5.473684210526316,11.09141274238227,0.3157894736842105,0.6842105263157895,Priority
6,10.5,6.18465843842649,19,1,9,5.833333333333333,13.472222222222221,0.5,0.5,Round Robin
20,11.0,5.329165037789691,19,3,19,6.1,6.29,0.65,0.35,Round Robin
3,8.0,1.4142135623730951,9,6,14,7.666666666666667,10.888888888888891,0.3333333333333333,0.6666666666666667,Priority
17,11.352941176470589,5.178475547546768,20,3,20,4.235294117647059,9.709342560553633,0.5294117647058824,0.47058823529411764,Round Robin
19,10.789473684210526,5.76357845137003,19,1,18,5.157894736842105,7.711911357340719,0.47368421052631576,0.5263157894736843,SRTF
16,9.9375,5.639910792734225,20,1,20,7.25,8.3125,0.375,0.625,Priority
17,11.470588235294118,5.87234442669569,20,2,19,5.647058823529412,8.698961937716264,0.5882352941176471,0.4117647058823529,Round Robin
3,10.333333333333334,3.39934634239519,15,7,0,6.0,4.666666666666667,0.0,1.0,Priority
7,13.571428571428571,5.576920370269467,20,5,11,5.142857142857143,11.26530612244898,0.5714285714285714,0.4285714285714286,Round Robin
9,11.11111111111111,7.279261935181867,19,1,16,5.111111111111111,6.765432098765432,0.5555555555555556,0.4444444444444444,Round Robin
16,9.125,4.414110895752394,18,2,20,4.3125,7.33984375,0.5625,0.4375,Round Robin
11,9.363636363636363,5.43177063501442,19,1,13,6.454545454545454,10.793388429752067,0.5454545454545454,0.4545454545454546,FCFS
9,6.444444444444445,4.716663394842472,17,1,13,6.333333333333333,8.88888888888889,0.4444444444444444,0.5555555555555556,Priority
5,8.8,3.3105890714493698,15,5,13,2.6,2.24,0.6,0.4,Round Robin
6,9.333333333333334,5.21749194749951,17,3,6,6.333333333333333,8.222222222222223,0.3333333333333333,0.6666666666666667,Priority
9,11.222222222222221,3.705184889007348,17,5,15,4.777777777777778,9.950617283950617,0.6666666666666666,0.33333333333333337,Round Robin
4,10.0,3.1622776601683795,14,6,17,3.75,13.6875,0.5,0.5,Round Robin
16,9.1875,5.456862079070718,20,1,19,5.8125,9.15234375,0.5625,0.4375,Round Robin
8,10.125,4.106016926414211,14,4,15,5.25,9.4375,0.75,0.25,Round Robin
18,10.055555555555555,5.612211113299901,20,1,18,6.388888888888889,9.015432098765432,0.6111111111111112,0.38888888888888884,Round Robin
13,7.461538461538462,5.513834134602284,20,2,19,5.538461538461538,12.556213017751478,0.46153846153846156,0.5384615384615384,Priority
19,8.263157894736842,6.137392771177418,20,1,17,5.631578947368421,10.759002770083104,0.42105263157894735,0.5789473684210527,Priority
6,11.666666666666666,4.955356249106169,20,6,17,5.833333333333333,9.472222222222223,0.3333333333333333,0.6666666666666667,Priority
16,10.625,5.946374946133148,20,1,20,4.5,7.375,0.625,0.375,Round Robin
9,10.555555555555555,4.030746032714901,16,3,16,5.111111111111111,8.320987654320987,0.6666666666666666,0.33333333333333337,Round Robin
8,11.375,5.337075510052299,18,2,18,5.125,4.359375,0.125,0.875,Priority
18,9.5,5.7081812631812365,19,1,17,6.0,8.222222222222221,0.4444444444444444,0.5555555555555556,Priority
7,9.0,5.80640040940045,19,2,18,5.857142857142857,10.979591836734695,0.42857142857142855,0.5714285714285714,Priority
4,9.5,6.87386354243376,19,2,12,4.5,6.75,0.5,0.5,Round Robin
4,14.5,3.905124837953327,20,9,12,5.25,6.1875,0.25,0.75,Priority
16,10.75,5.356071321407137,20,1,20,4.5,4.75,0.3125,0.6875,SJF
5,14.8,2.85657137141714,19,11,15,4.2,7.76,0.0,1.0,FCFS
5,8.0,7.402702209328699,18,1,19,5.8,16.56,0.4,0.6,SRTF
14,12.785714285714286,4.945106837334565,17,3,19,4.428571428571429,8.959183673469388,0.5,0.5,Round Robin
17,11.058823529411764,5.855822524585796,20,1,18,5.0,6.117647058823529,0.6470588235294118,0.3529411764705882,Round Robin
12,10.916666666666666,6.020220557052338,20,3,17,6.083333333333333,4.576388888888888,0.5,0.5,Round Robin
10,11.1,5.87281874401041,20,3,20,4.9,11.49,0.6,0.4,Priority
9,8.11111111111111,3.6345393852880283,15,3,18,6.444444444444445,8.469135802469136,0.4444444444444444,0.5555555555555556,Priority
16,9.4375,3.4815361193013636,16,4,19,6.5625,9.12109375,0.5625,0.4375,Round Robin
8,11.75,4.548351349665063,20,5,14,5.375,6.734375,0.375,0.625,Round Robin
13,9.076923076923077,5.622229758345109,19,1,19,5.923076923076923,8.840236686390531,0.3076923076923077,0.6923076923076923,Priority
6,11.833333333333334,5.610010893235612,20,2,18,5.666666666666667,10.888888888888891,0.5,0.5,Round Robin
13,8.76923076923077,5.086238539943551,19,1,17,4.769230769230769,4.023668639053255,0.38461538461538464,0.6153846153846154,SRTF
11,10.363636363636363,5.244438218856711,18,1,20,5.181818181818182,3.966942148760331,0.45454545454545453,0.5454545454545454,SJF
12,11.583333333333334,5.722154800034298,20,2,19,5.75,12.6875,0.8333333333333334,0.16666666666666663,Round Robin
7,8.428571428571429,3.994894701174161,15,3,9,4.857142857142857,7.836734693877552,0.5714285714285714,0.4285714285714286,Round Robin
19,11.473684210526315,6.451180398334553,20,1,18,5.157894736842105,6.343490304709142,0.5263157894736842,0.4736842105263158,Round Robin
5,5.0,2.756809750418044,9,2,20,5.8,8.56,0.8,0.19999999999999996,FCFS
3,7.666666666666667,2.494438257849294,11,5,8,1.6666666666666667,0.2222222222222222,0.0,1.0,FCFS
12,11.5,3.8837267325770144,16,5,18,6.166666666666667,6.638888888888888,0.8333333333333334,0.16666666666666663,Round Robin
11,10.909090909090908,4.679831882266818,19,4,17,5.7272727272727275,5.834710743801652,0.45454545454545453,0.5454545454545454,Priority
12,10.75,5.7027040369752084,20,1,20,4.75,10.854166666666666,0.5833333333333334,0.41666666666666663,Round Robin
10,10.7,5.404627646748664,17,1,19,4.5,4.85,0.8,0.19999999999999996,FCFS
10,13.4,4.882622246293481,19,5,18,4.2,5.96,0.6,0.4,Round Robin
19,10.578947368421053,5.204408955508519,20,3,20,5.684210526315789,7.163434903047092,0.5263157894736842,0.4736842105263158,Round Robin
15,8.8,4.777726097911711,19,1,19,5.733333333333333,6.995555555555556,0.26666666666666666,0.7333333333333334,Priority
3,10.333333333333334,4.027681991198191,16,7,17,7.333333333333333,6.222222222222222,0.0,1.0,Round Robin
13,9.923076923076923,5.797367286589775,18,1,19,5.538461538461538,10.556213017751478,0.3076923076923077,0.6923076923076923,Priority
20,11.85,4.98272014064607,20,3,20,6.85,6.6274999999999995,0.35,0.65,Priority
12,11.916666666666666,5.330077130982461,20,5,20,5.25,4.854166666666667,0.5,0.5,Round Robin
13,9.384615384615385,5.851212386380497,19,1,20,4.076923076923077,8.37869822485207,0.46153846153846156,0.5384615384615384,SRTF
11,10.909090909090908,5.177829405781142,18,2,18,6.7272727272727275,11.834710743801653,0.45454545454545453,0.5454545454545454,Priority
11,11.818181818181818,5.490788680196909,20,1,16,5.363636363636363,5.1404958677685935,0.6363636363636364,0.36363636363636365,Round Robin
8,11.375,6.263734908183775,18,1,18,5.875,13.359375,0.25,0.75,Priority
13,10.076923076923077,6.207458769794466,18,2,17,6.384615384615385,5.928994082840237,0.5384615384615384,0.46153846153846156,Round Robin
11,7.545454545454546,5.867687113856336,20,1,19,6.636363636363637,6.595041322314049,0.6363636363636364,0.36363636363636365,Round Robin
12,10.5,5.795112883571237,20,3,19,5.666666666666667,3.0555555555555554,0.5833333333333334,0.41666666666666663,Round Robin
8,8.25,4.235268586524354,14,2,18,6.0,7.0,0.625,0.375,Round Robin
19,10.31578947368421,5.496914269114487,19,1,18,5.052631578947368,5.944598337950138,0.5263157894736842,0.4736842105263158,Priority
13,12.23076923076923,5.101339886642847,20,4,20,4.538461538461538,9.01775147928994,0.6153846153846154,0.3846153846153846,Round Robin
18,10.38888888888889,6.120447413646316,20,1,20,5.055555555555555,8.052469135802468,0.3888888888888889,0.6111111111111112,Priority
4,6.25,6.869315832017043,18,1,18,3.5,4.25,0.5,0.5,Round Robin
19,12.210526315789474,5.726934951046503,20,1,18,5.631578947368421,8.759002770083104,0.5789473684210527,0.42105263157894735,Priority
16,11.4375,7.132397475603838,20,2,20,6.375,8.609375,0.25,0.75,Round Robin
11,8.909090909090908,6.444935227187673,19,1,15,5.818181818181818,8.876033057851238,0.6363636363636364,0.36363636363636365,FCFS
16,11.4375,5.776771914313391,20,1,19,5.875,5.734375,0.5,0.5,Round Robin
7,8.428571428571429,4.593695768803864,18,2,12,4.285714285714286,5.9183673469387745,0.42857142857142855,0.5714285714285714,Round Robin
7,12.428571428571429,4.894811914003375,20,4,17,5.142857142857143,9.26530612244898,0.42857142857142855,0.5714285714285714,Priority
8,9.125,4.013648589500581,15,4,17,6.25,8.6875,0.25,0.75,Priority
11,6.818181818181818,5.490788680196909,18,1,19,4.909090909090909,6.991735537190082,0.36363636363636365,0.6363636363636364,SRTF
17,11.411764705882353,5.901732781733651,20,1,18,5.588235294117647,9.183391003460208,0.47058823529411764,0.5294117647058824,Priority
13,8.76923076923077,4.741856925360751,16,2,20,5.0,10.307692307692308,0.46153846153846156,0.5384615384615384,Round Robin
4,14.25,6.609652033201143,20,3,9,7.25,1.6875,0.5,0.5,Round Robin
19,10.263157894736842,4.832370076268644,18,2,20,5.368421052631579,8.12742382271468,0.42105263157894735,0.5789473684210527,SRTF
